,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
62,3B8C,2.788,0.6971,"ATPase 2, plasma membrane-type",ERROR try this entry again,OTHER,P19456,False
63,1UYR,2.759,0.6898,Acetyl-CoA carboxylase,TRANSFERASE,TRANSFERASES,Q00955,False
64,1FGU,2.724,0.6809,Replication protein A 70 kDa DNA-binding subunit,REPLICATION,LIGASES,P27694,False
65,2I7K,2.714,0.6785,Bromodomain-containing protein 7,TRANSCRIPTION,OTHER,Q9NPI1,False
66,2COP,2.699,0.6747,Acyl-CoA-binding domain-containing protein 6,LIPID BINDING PROTEIN,OTHER,Q9BR61,False
67,1SNL,2.68,0.67,Nucleobindin-1,METAL BINDING PROTEIN,OTHER,NUCB1_HUMAN,False
68,2AQT,2.676,0.6689,Superoxide dismutase [Cu-Zn],OXIDOREDUCTASE,OXIDOREDUCTASES,Q59623,False
69,3BS8,2.667,0.6668,"Glutamate-1-semialdehyde 2,1-aminomutase",ISOMERASE,ISOMERASES,P30949,False
70,1QRJ,2.666,0.6665,Gag-Pro-Pol polyprotein,VIRAL PROTEIN,OTHER,P03362,False
71,2C6S,2.652,0.663,Penton protein,VIRUS/VIRAL PROTEIN,OTHER,P03276,False
72,1ONF,2.639,0.6598,Glutathione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q94655,False
73,3BHD,2.598,0.6494,Thiamine-triphosphatase,HYDROLASE,HYDROLASES,Q9BU02,False
74,1PC8,2.592,0.6481,Beta-galactoside-specific lectin 4,HYDROLASE,HYDROLASES,Q6ITZ3,False
75,2AEU,2.582,0.6456,UPF0425 pyridoxal phosphate-dependent protein MJ0158,UNKNOWN FUNCTION,OTHER,Q57622,False
76,1QZ2,2.563,0.6407,FK506-binding protein 4,ISOMERASE/CHAPERONE,ISOMERASES,FKBP4_HUMAN,False
77,2VRE,2.554,0.6384,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ISOMERASE,ISOMERASES,Q13011,False
78,1KA9,2.549,0.6373,Imidazole glycerol phosphate synthase subunit hisF,TRANSFERASE,TRANSFERASES,Q7SIB9,False
79,1W07,2.537,0.6342,"Acyl-coenzyme A oxidase 1, peroxisomal",OXIDOREDUCTASE,OXIDOREDUCTASES,O65202,False
80,1KU5,2.488,0.6219,Archaeal histone A,DNA BINDING PROTEIN,OTHER,O74098,False
81,2CR7,2.487,0.6217,Paired amphipathic helix protein Sin3b,GENE REGULATION,OTHER,Q62141,False
82,1OY0,2.485,0.6212,3-methyl-2-oxobutanoate hydroxymethyltransferase,TRANSFERASE,TRANSFERASES,P0A5Q8,False
83,1W36,2.482,0.6205,Exodeoxyribonuclease V gamma chain,RECOMBINATION,HYDROLASES,P07648,False
84,2GFP,2.477,0.6193,Multidrug resistance protein D,MEMBRANE PROTEIN,TRANSLOCASES,P31442,False
85,2A2G,2.471,0.6178,Major urinary protein,LIPID BINDING PROTEIN,OTHER,P02761,False
86,2DQN,2.471,0.6178,Glutamyl-tRNA(Gln) amidotransferase subunit A,LIGASE,LIGASES,P63488,False
87,2JWE,2.471,0.6177,Tight junction protein ZO-1,CELL ADHESION,OTHER,Q07157,False
88,2WDV,2.468,0.6171,Succinate dehydrogenase flavoprotein subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,P0AC41,False
89,3BXZ,2.467,0.6168,Protein translocase subunit secA,TRANSPORT PROTEIN,TRANSLOCASES,P10408,False
90,1MKM,2.467,0.6168,"Transcriptional regulator, IclR family",TRANSCRIPTION,OTHER,Q9WXS0,False
91,1J3N,2.467,0.6168,Transferase,TRANSFERASE,TRANSFERASES,Q7SIC5,False
92,1IG3,2.467,0.6168,Thiamin pyrophosphokinase 1,TRANSFERASE,TRANSFERASES,Q9H3S4,False
93,3CKI,2.467,0.6167,ADAM 17,"Hydrolase, hydrolase inhibitor",HYDROLASES,ADA17_HUMAN,False
94,2E02,2.466,0.6164,"Cysteine proteinase 1, mitochondrial",HYDROLASE,HYDROLASES,Q01532,False
95,1ZRT,2.466,0.6164,Ubiquinol-cytochrome c reductase iron-sulfur subunit,ELECTRON TRANSPORT,OXIDOREDUCTASES,P08500,False
96,2NRO,2.463,0.6156,Molybdopterin biosynthesis protein moeA,BIOSYNTHETIC PROTEIN,LIGASES,P12281,False
97,3BHY,2.463,0.6156,Death-associated protein kinase 3,TRANSFERASE,TRANSFERASES,DAPK3_HUMAN,False
98,1IEB,2.461,0.6153,"H-2 class II histocompatibility antigen, E-D alpha chain",HISTOCOMPATIBILITY ANTIGEN,OTHER,P01904,False
99,2PP4,2.46,0.6151,Protein CBFA2T1,TRANSCRIPTION,OTHER,MTG8_HUMAN,False
100,2JHQ,2.46,0.6151,Uracil-DNA glycosylase,HYDROLASE,HYDROLASES,Q9KPK8,False
101,1OSA,2.46,0.6151,Calmodulin,CALCIUM-BINDING PROTEIN,OTHER,P07463,False
102,1D06,2.458,0.6146,Sensor protein fixL,SIGNALING PROTEIN,OTHER,P10955,False
103,3CT4,2.454,0.6136,"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK",TRANSFERASE,TRANSFERASES,Q9CIV8,False
104,2I15,2.451,0.6129,Uncharacterized protein MG296 homolog,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P75364,False
105,1WVC,2.45,0.6125,Glucose-1-phosphate cytidylyltransferase,TRANSFERASE,TRANSFERASES,P26396,False
106,2V0V,2.449,0.6122,Nuclear receptor subfamily 1 group D member 2,TRANSCRIPTION,OTHER,Q14995,False
107,2EX5,2.448,0.6119,DNA endonuclease I-CeuI,Hydrolase/DNA,HYDROLASES,P32761,False
108,2OWI,2.446,0.6115,Regulator of G-protein signaling 18,SIGNALING PROTEIN,OTHER,RGS18_HUMAN,False
109,2EW0,2.446,0.6114,UPF0301 protein ACIAD0353,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q6FF54,False
110,3HKI,2.442,0.6105,Prothrombin,HYDROLASE,HYDROLASES,P19221,False
111,1XAG,2.437,0.6094,3-dehydroquinate synthase,LYASE,LYASES,Q6GGU4,False
112,1SSE,2.432,0.6081,AP-1-like transcription factor YAP1,TRANSCRIPTION ACTIVATOR,OTHER,P19880,False
113,1CLZ,2.432,0.6081,Ig gamma-3 chain C region,IMMUNOGLOBULIN,OTHER,P03987,False
114,2YXR,2.429,0.6072,Preprotein translocase subunit secY,PROTEIN TRANSPORT,TRANSLOCASES,Q60175,False
115,1B0N,2.429,0.6072,HTH-type transcriptional regulator sinR,TRANSCRIPTION REGULATOR,OTHER,P06533,False
116,2VEQ,2.422,0.6054,Centromere DNA-binding protein complex CBF3 subunit B,CELL CYCLE,OTHER,P40969,False
117,1TYB,2.42,0.605,Tyrosyl-tRNA synthetase,AMINOACYL-TRNA SYNTHASE,TRANSFERASES,P00952,False
118,2QTZ,2.406,0.6014,"Methionine synthase reductase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,Q9UBK8,False
119,3EMJ,2.406,0.6014,Inorganic pyrophosphatase,HYDROLASE,HYDROLASES,Q9ZCW5,False
120,2INR,2.404,0.601,DNA topoisomerase 4 subunit A,ISOMERASE,ISOMERASES,Q6G9K4,False
121,1Y88,2.402,0.6005,Uncharacterized protein AF_1548,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O28724,False
122,1LJP,2.4,0.6,Beta-elicitin cinnamomin,TOXIN,OTHER,P15569,False
123,2H9V,2.999,0.5998,Rho-associated protein kinase 2,TRANSFERASE,TRANSFERASES,Q28021,False
124,1RF8,2.399,0.5996,Eukaryotic translation initiation factor 4E,"BIOSYNTHETIC PROTEIN, TRANSLATION",TRANSLOCASES,P07260,False
125,2HMN,2.992,0.5985,"Naphthalene 1,2-dioxygenase subunit alpha",OXIDOREDUCTASE,OXIDOREDUCTASES,P0A111,False
126,2JUB,2.393,0.5983,Internal protein I,Endonuclease Inhibitor,OTHER,P03718,False
127,1N2S,2.393,0.5983,dTDP-4-dehydrorhamnose reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P26392,False
128,2OPX,2.392,0.598,Lactaldehyde dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P25553,False
129,1B7A,2.989,0.5979,Phosphatidylethanolamine-binding protein 1,LIPID BINDING PROTEIN,OTHER,P13696,False
130,1EVY,2.389,0.5971,"Glycerol-3-phosphate dehydrogenase [NAD+], glycosomal",OXIDOREDUCTASE,OXIDOREDUCTASES,P90551,True
131,1LJ0,2.385,0.5963,Cytochrome b5 type B,ELECTRON TRANSPORT,OXIDOREDUCTASES,P04166,False
132,1F81,2.38,0.595,CREB-binding protein,TRANSCRIPTION,OTHER,P45481,False
133,2OQC,2.373,0.5933,Uncharacterized protein yxeI,HYDROLASE,HYDROLASES,P54948,False
134,2AYN,2.956,0.5912,Ubiquitin carboxyl-terminal hydrolase 14,HYDROLASE,HYDROLASES,UBP14_HUMAN,False
135,2CRA,2.955,0.591,Homeobox protein Hox-B13,GENE REGULATION,OTHER,HXB13_HUMAN,False
136,2OV6,2.359,0.5899,V-type ATP synthase subunit F,HYDROLASE,HYDROLASES,Q60185,False
137,1GZQ,2.937,0.5875,T-cell surface glycoprotein CD1b,GLYCOPROTEIN,OTHER,CD1B_HUMAN,False
138,1FJ4,2.35,0.5875,3-oxoacyl-[acyl-carrier-protein] synthase 1,TRANSFERASE,TRANSFERASES,P0A953,False
139,1FFT,2.349,0.5873,Ubiquinol oxidase subunit 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P0ABI8,False
140,1Y1U,2.936,0.5871,Signal transducer and activator of transcription 5A,SIGNALING PROTEIN,OTHER,P42230,False
141,1IRZ,2.346,0.5864,Two-component response regulator ARR10,DNA BINDING PROTEIN,OTHER,O49397,False
142,1GGT,2.93,0.586,Coagulation factor XIII A chain,BLOOD COAGULATION,TRANSFERASES,F13A_HUMAN,False
143,1V9S,2.925,0.585,Uracil phosphoribosyltransferase,TRANSFERASE,TRANSFERASES,Q72J35,False
144,2Q2E,2.335,0.5837,Type II DNA topoisomerase VI subunit A,ISOMERASE,ISOMERASES,Q8PUB7,False
145,2EBZ,2.326,0.5814,Regulator of G-protein signaling 12,SIGNALING PROTEIN,OTHER,RGS12_HUMAN,False
146,1XIO,2.325,0.5812,Bacteriorhodopsin,SIGNALING PROTEIN,OTHER,Q8YSC4,False
147,2E8X,2.322,0.5805,Geranylgeranyl pyrophosphate synthetase,TRANSFERASE,TRANSFERASES,Q12051,False
148,2I9X,2.318,0.5795,Putative septation protein spoVG,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q8CML1,False
149,1F5X,2.307,0.5766,Proto-oncogene vav,SIGNALING PROTEIN,OTHER,P27870,False
150,1M1B,2.296,0.5739,Phosphoenolpyruvate phosphomutase,ISOMERASE,ISOMERASES,P56839,False
151,2YWW,2.868,0.5736,Aspartate carbamoyltransferase regulatory chain,METAL BINDING PROTEIN,OTHER,Q58801,False
152,1OQN,2.292,0.573,Disabled homolog 1,SIGNALING PROTEIN,OTHER,P97318,False
153,1NVM,2.289,0.5722,4-hydroxy-2-oxovalerate aldolase,LYASE/OXIDOREDUCTASE,LYASES,P51016,False
154,1UD9,2.287,0.5719,DNA polymerase sliding clamp A,DNA BINDING PROTEIN,OTHER,Q975N2,False
155,1ES8,2.28,0.5701,Type II restriction enzyme BglII,HYDROLASE,HYDROLASES,Q45488,False
156,1AY5,2.846,0.5692,Aromatic-amino-acid aminotransferase,TRANSFERASE,TRANSFERASES,P95468,False
157,1TAF,2.276,0.5689,Transcription initiation factor TFIID subunit 9,COMPLEX (TWO TRANSCRIPTION FACTORS),OTHER,Q27272,False
158,1GMG,2.272,0.568,Regulatory protein rop,TRANSCRIPTION REGULATION,OTHER,P03051,False
159,1T9K,2.837,0.5674,Methylthioribose-1-phosphate isomerase,ISOMERASE,ISOMERASES,Q9X013,False
160,1O9K,2.827,0.5653,Transcription factor E2F1,APOPTOSIS,OTHER,E2F1_HUMAN,False
161,2QP4,2.254,0.5635,Bile salt sulfotransferase,TRANSFERASE,TRANSFERASES,Q06520,False
162,1S5A,3.922,0.5603,Hypothetical protein yesE,"Structural Genomics, Unknown function",OTHER,O31511,False
163,1VCP,2.801,0.5603,Structural polyprotein,VIRAL PROTEIN,OTHER,P03315,False
164,2J47,3.915,0.5592,O-GlcNAcase BT_4395,INHIBITOR,HYDROLASES,Q89ZI2,False
165,1OQP,2.236,0.559,Caltractin,PROTEIN BINDING,OTHER,P05434,False
166,1XJV,2.787,0.5574,Protection of telomeres protein 1,TRANSCRIPTION/DNA,OTHER,Q9NUX5,False
167,1E60,2.228,0.5571,Dimethyl sulfoxide/trimethylamine N-oxide reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q52675,False
168,1X65,3.311,0.5518,Cold shock domain-containing protein E1,RNA BINDING PROTEIN,TRANSLOCASES,O75534,False
169,3D3L,2.745,0.5491,"Arachidonate 12-lipoxygenase, 12S-type",OXIDOREDUCTASE,OXIDOREDUCTASES,P18054,False
170,1XQP,2.745,0.5491,N-glycosylase/DNA lyase,LYASE,LYASES,Q8ZVK6,False
171,3CM0,2.742,0.5484,Adenylate kinase,TRANSFERASE,TRANSFERASES,Q5SHQ9,False
172,1EM2,2.723,0.5445,StAR-related lipid transfer protein 3,LIPID BINDING PROTEIN,OTHER,Q14849,False
173,2QXL,3.811,0.5444,Heat shock protein homolog SSE1,CHAPERONE,OTHER,P32589,False
174,2VPK,2.682,0.5363,Myoneurin,TRANSCRIPTION,OTHER,Q9NPC7,False
175,2HHK,2.681,0.5362,Reaction center protein H chain,PHOTOSYNTHESIS/MEMBRANE PROTEIN,OTHER,P0C0Y7,False
176,1D6V,2.671,0.5343,Ig gamma-1 chain C region,IMMUNE SYSTEM,OTHER,P01857,False
177,1SO0,2.663,0.5327,Aldose 1-epimerase,ISOMERASE,ISOMERASES,Q96C23,False
178,1VL7,2.646,0.5292,Alr5027 protein,OXIDOREDUCTASE,OXIDOREDUCTASES,Q8YMA7,False
179,1WIN,2.637,0.5275,Flotillin-2,CELL ADHESION,OTHER,Q60634,False
180,3BOA,2.631,0.5261,Protein disulfide-isomerase,ISOMERASE,ISOMERASES,P17967,False
181,1S99,2.614,0.5228,Putative HMP/thiamine-binding protein ykoF,LIGAND BINDING PROTEIN,TRANSLOCASES,O34911,False
182,1WDE,2.595,0.519,Probable diphthine synthase,TRANSFERASE,TRANSFERASES,Q9YDI2,False
183,1NM3,2.588,0.5176,Hybrid peroxiredoxin hyPrx5,ELECTRON TRANSPORT,OXIDOREDUCTASES,P44758,False
184,1VAC,2.586,0.5172,"H-2 class I histocompatibility antigen, K-B alpha chain",COMPLEX (MHC I/PEPTIDE),OTHER,P01901,False
185,3FQD,2.558,0.5117,5-3 exoribonuclease 2,HYDROLASE/PROTEIN BINDING,HYDROLASES,P40848,False
186,3G0Z,2.514,0.5028,Poly(A) ribonuclease pop2,"Hydrolase, Gene Regulation",HYDROLASES,O74856,False
187,1LRW,3.014,0.5023,Methanol dehydrogenase subunit 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P12293,False
188,1DDM,2.5,0.5001,Protein numb,SIGNALING PROTEIN/TRANSFERASE,TRANSFERASES,P16554,False
189,2C0P,2.5,0.5,Acetylcholinesterase,HYDROLASE,HYDROLASES,P21836,False
190,1N46,2.994,0.499,Thyroid hormone receptor beta,TRANSCRIPTION,OTHER,P10828,False
191,1PUJ,2.992,0.4987,Ribosome biogenesis GTPase A,SIGNALING PROTEIN,OTHER,O31743,False
192,2XAT,2.989,0.4982,Chloramphenicol acetyltransferase,ACETYLTRANSFERASE,TRANSFERASES,P26841,False
193,2F8N,2.49,0.498,Histone H3.2,STRUCTURAL PROTEIN/DNA,OTHER,P84233,False
194,3EPM,2.985,0.4975,Thiamine biosynthesis protein thiC,BIOSYNTHETIC PROTEIN,LIGASES,Q9A6Q5,False
195,1B0A,2.486,0.4972,Bifunctional protein folD,"OXIDOREDUCTASE,HYDROLASE",OXIDOREDUCTASES,P24186,False
196,2DVK,2.982,0.4971,UPF0130 protein APE_0816,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9YDV3,False
197,1QCB,2.982,0.4969,"Heat-labile enterotoxin IIB, B chain",ENTEROTOXIN,OTHER,P43529,False
198,1SI7,2.981,0.4969,tRNA pseudouridine synthase D,LYASE,LYASES,Q57261,False
199,2OHV,2.981,0.4968,Glutamate racemase,ISOMERASE,ISOMERASES,Q9A1B7,False
200,1RMD,2.98,0.4967,V(D)J recombination-activating protein 1,DNA BINDING PROTEIN,OTHER,P15919,False
201,1K44,2.979,0.4966,Nucleoside diphosphate kinase,TRANSFERASE,TRANSFERASES,P84284,False
202,1HYG,2.978,0.4963,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q60176,False
203,1RPA,2.976,0.4961,Prostatic acid phosphatase,HYDROLASE(PHOSPHORIC MONOESTER),HYDROLASES,P20646,False
204,3DM3,2.976,0.496,Replication factor A,REPLICATION,LIGASES,Q58559,False
205,1B49,2.973,0.4955,Deoxycytidylate 5-hydroxymethyltransferase,TRANSFERASE,TRANSFERASES,P08773,False
206,2I62,2.972,0.4954,Nicotinamide N-methyltransferase,TRANSFERASE,TRANSFERASES,O55239,False
207,1WF8,2.97,0.4949,Neurabin-1,PROTEIN BINDING,OTHER,Q9ULJ8,False
208,1BQ4,2.967,0.4945,Phosphoglycerate mutase 1,ISOMERASE,ISOMERASES,P00950,False
209,1P7O,2.967,0.4945,"Phospholipase A2, acidic 2",HYDROLASE,HYDROLASES,Q45Z29,False
210,1QLB,2.966,0.4943,Fumarate reductase flavoprotein subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,P17412,False
211,1XVV,2.471,0.4942,Crotonobetainyl-CoA:carnitine CoA-transferase,TRANSFERASE,TRANSFERASES,P31572,False
212,1QL6,2.965,0.4941,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform",KINASE (GLYCOGEN METABOLISM),TRANSFERASES,P00518,False
213,1VF5,2.47,0.494,Cytochrome b6,PHOTOSYNTHESIS,OTHER,P83791,False
214,2F3I,2.962,0.4937,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",TRANSFERASE,TRANSFERASES,P52434,False
215,2H08,2.468,0.4935,Ribose-phosphate pyrophosphokinase 1,TRANSFERASE,TRANSFERASES,P60891,False
216,1TNQ,2.467,0.4935,"Troponin C, skeletal muscle",CALCIUM-BINDING PROTEIN,OTHER,P02588,False
217,2BTY,2.467,0.4934,Acetylglutamate kinase,TRANSFERASE,TRANSFERASES,Q9X2A4,False
218,3IBV,2.467,0.4934,Exportin-T,RNA BINDING PROTEIN,TRANSLOCASES,O94258,False
219,1WRU,2.96,0.4933,Baseplate protein,STRUCTURAL PROTEIN,OTHER,P08558,False
220,1ZAG,2.959,0.4932,Zinc-alpha-2-glycoprotein,LIPID MOBILIZATION FACTOR,OTHER,ZA2G_HUMAN,False
221,3G9K,2.466,0.4931,Capsule biosynthesis protein capD,HYDROLASE,HYDROLASES,Q51693,False
222,1FI6,2.465,0.4929,RalBP1-associated Eps domain-containing protein 1,endocytosis/exocytosis,OTHER,O54916,False
223,2JPE,2.955,0.4925,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
224,2CH5,2.463,0.4925,N-acetyl-D-glucosamine kinase,TRANSFERASE,TRANSFERASES,Q9UJ70,False
225,1R6U,3.444,0.492,"Tryptophanyl-tRNA synthetase, cytoplasmic",LIGASE,LIGASES,P23381,False
226,2CE4,2.952,0.492,Superoxide dismutase [Mn],OXIDOREDUCTASE,OXIDOREDUCTASES,Q9RUV2,False
227,1JV1,2.95,0.4917,UDP-N-acetylhexosamine pyrophosphorylase,TRANSFERASE,TRANSFERASES,Q16222,False
228,1EZR,2.458,0.4917,Inosine-uridine preferring nucleoside hydrolase,HYDROLASE,HYDROLASES,P83851,True
229,1Q1L,3.933,0.4916,Chorismate synthase,LYASE,LYASES,O66493,False
230,1BCP,2.949,0.4914,Pertussis toxin subunit 1,TOXIN,OTHER,P04977,False
231,1YQO,2.948,0.4913,Bifunctional P-450/NADPH-P450 reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P14779,False
