,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
100,1HYH,3.98,0.6633,L-2-hydroxyisocaproate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P14295,False
101,2V5H,3.972,0.662,Acetylglutamate kinase,TRANSCRIPTION,TRANSFERASES,Q6V1L5,False
102,1IN7,3.968,0.6613,Holliday junction ATP-dependent DNA helicase ruvB,DNA BINDING PROTEIN,HYDROLASES,Q56313,False
103,2FG5,3.967,0.6612,Ras-related protein Rab-31,SIGNALING PROTEIN,OTHER,RAB31_HUMAN,False
104,1PMA,3.96,0.6599,Proteasome subunit alpha,PROTEASE,OTHER,P25156,False
105,1ZNO,5.27,0.6587,UPF0244 protein VC_0702,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",HYDROLASES,Q9KU27,False
106,3GRH,3.949,0.6582,Putative acyl-CoA thioester hydrolase ybhC,HYDROLASE,HYDROLASES,P46130,False
107,3HJB,3.947,0.6578,Glucose-6-phosphate isomerase,ISOMERASE,ISOMERASES,Q9KUY4,False
108,1QCA,3.287,0.6573,Chloramphenicol acetyltransferase 3,TRANSFERASE (ACYLTRANSFERASE),TRANSFERASES,P00484,False
109,2J3T,2.613,0.6531,Trafficking protein particle complex subunit 3,TRANSPORT,OTHER,O55013,False
110,2J2S,2.605,0.6512,Histone-lysine N-methyltransferase HRX,TRANSCRIPTION REGULATION,TRANSFERASES,Q03164,False
111,2OLS,3.897,0.6496,Phosphoenolpyruvate synthase,TRANSFERASE,TRANSFERASES,Q9K0I2,False
112,1XAP,3.895,0.6491,Retinoic acid receptor beta,TRANSCRIPTION,OTHER,RARB_HUMAN,False
113,1K44,3.888,0.648,Nucleoside diphosphate kinase,TRANSFERASE,OTHER,P84284,False
114,2QKD,3.868,0.6447,Zinc finger protein ZPR1,"SIGNALING PROTEIN, CELL CYCLE",OTHER,Q62384,False
115,1ZDE,4.492,0.6417,DNA polymerase III subunit alpha,TRANSFERASE,TRANSFERASES,P74750,False
116,3EIH,2.564,0.6409,Vacuolar protein sorting-associated protein 4,PROTEIN TRANSPORT,OTHER,P52917,False
117,1QWO,3.827,0.6378,3-phytase A,HYDROLASE,HYDROLASES,O00092,False
118,1GND,4.463,0.6375,Rab GDP dissociation inhibitor alpha,GTPASE ACTIVATION,OTHER,P21856,False
119,2YW2,4.461,0.6373,Phosphoribosylamine--glycine ligase,LIGASE,LIGASES,O66949,False
120,2W48,4.461,0.6372,Sorbitol operon regulator,TRANSCRIPTION,OTHER,P37078,False
121,1GK9,2.548,0.6371,Penicillin G acylase,ANTIBIOTIC RESISTANCE,HYDROLASES,P06875,False
122,3CB5,4.442,0.6346,FACT complex subunit spt16,TRANSCRIPTION,OTHER,O94267,False
123,1EGA,4.436,0.6337,GTP-binding protein era,HYDROLASE,OTHER,P06616,False
124,2JPE,3.8,0.6334,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
125,1XS8,3.788,0.6314,Probable Fe(2+)-trafficking protein,METAL TRANSPORT,OTHER,P67617,False
126,1UD1,4.418,0.6311,Glycinin G1,PLANT PROTEIN,OTHER,P04776,False
127,1NJF,3.762,0.6269,DNA polymerase III subunit tau,TRANSFERASE,TRANSFERASES,P06710,False
128,1JQX,4.382,0.626,Dihydroorotate dehydrogenase A,OXIDOREDUCTASE,OXIDOREDUCTASES,Q53ZE5,False
129,6REQ,4.374,0.6249,Methylmalonyl-CoA mutase large subunit,ISOMERASE,ISOMERASES,P11653,False
130,2DMY,3.74,0.6234,Spermatid perinuclear RNA-binding protein,RNA BINDING PROTEIN,OTHER,Q96SI9,False
131,2FRX,4.36,0.6229,Ribosomal RNA small subunit methyltransferase F,TRANSFERASE,TRANSFERASES,P76273,False
132,1ORR,4.359,0.6227,CDP-paratose 2-epimerase,ISOMERASE,ISOMERASES,P14169,False
133,3E7G,4.324,0.6178,"Nitric oxide synthase, inducible",OXIDOREDUCTASE,OXIDOREDUCTASES,P35228,False
134,7FAB,4.323,0.6175,Ig heavy chain V-II region NEWM,IMMUNE SYSTEM,OTHER,P01825,False
135,1NY8,3.694,0.6157,Uncharacterized protein yrbA,"Structural genomics, UNKNOWN FUNCTION",OTHER,P0A9W6,False
136,2Z6C,4.303,0.6148,Phototropin-1,TRANSFERASE,TRANSFERASES,O48963,False
137,1US1,4.303,0.6147,Membrane primary amine oxidase,OXIDASE,OXIDOREDUCTASES,AOC3_HUMAN,False
138,1D5B,3.687,0.6145,Ig kappa chain C region,IMMUNE SYSTEM,OTHER,P01834,False
139,2GOY,4.295,0.6136,Phosphoadenosine phosphosulfate reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,O05927,False
140,1VRP,3.678,0.613,Creatine kinase M-type,TRANSFERASE,TRANSFERASES,P04414,False
141,2QCZ,4.286,0.6123,Outer membrane protein assembly factor yaeT,"MEMBRANE PROTEIN, PROTEIN TRANSPORT",OTHER,P0A940,False
142,1XNH,4.286,0.6122,NH(3)-dependent NAD(+) synthetase,LIGASE,LIGASES,O25096,False
143,1F7S,3.67,0.6116,Actin-depolymerizing factor 1,PLANT PROTEIN,OTHER,Q39250,False
144,2HZ7,2.443,0.6108,Glutaminyl-tRNA synthetase,LIGASE,LIGASES,P56926,False
145,1OR7,4.264,0.6092,RNA polymerase sigma-E factor,TRANSCRIPTION,OTHER,P0AGB6,False
146,1BJ1,4.264,0.6091,Vascular endothelial growth factor A,IMMUNE SYSTEM,OTHER,VEGFA_HUMAN,False
147,1MHY,4.26,0.6086,Methane monooxygenase component A alpha chain,OXIDOREDUCTASE,OXIDOREDUCTASES,P27353,False
148,3C7G,3.647,0.6078,Arabinoxylan arabinofuranohydrolase,HYDROLASE,HYDROLASES,Q45071,False
149,2OG7,3.64,0.6066,L-asparagine oxygenase,"OXIDOREDUCTASE, ELECTRON TRANSPORT",OXIDOREDUCTASES,Q9Z4Z5,False
150,2ENK,3.63,0.605,Zinc transporter 9,SIGNALING PROTEIN,OTHER,Q6PML9,False
151,1S9C,4.234,0.6049,Peroxisomal multifunctional enzyme type 2,LYASE,OTHER,P51659,False
152,2AD1,3.63,0.6049,Sulfotransferase 1C4,TRANSFERASE,TRANSFERASES,ST1C4_HUMAN,False
153,5LDH,3.62,0.6033,L-lactate dehydrogenase B chain,OXIDOREDUCTASE,OXIDOREDUCTASES,P00336,False
154,2DLZ,4.214,0.6019,Guanine nucleotide exchange factor VAV2,SIGNALING PROTEIN,OTHER,P52735,False
155,1DUS,3.611,0.6018,Protein MJ0882,STRUCTURAL GENOMICS,TRANSFERASES,Q58292,False
156,2QQ5,4.2,0.6001,Dehydrogenase/reductase SDR family member 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q96LJ7,False
157,1I3R,2.998,0.5996,"H-2 class II histocompatibility antigen, E-K alpha chain",IMMUNE SYSTEM,OTHER,P04224,False
158,2EON,2.398,0.5995,Zinc finger protein with KRAB and SCAN domains 5,TRANSCRIPTION,OTHER,ZKSC5_HUMAN,False
159,2VXQ,4.195,0.5993,Pollen allergen Phl p 2,ALLERGEN,OTHER,P43214,False
160,2H00,4.191,0.5987,Putative methyltransferase METT10D,TRANSFERASE,OTHER,Q86W50,False
161,1F0X,4.184,0.5977,D-lactate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,DLD_ECOLI,False
162,1IIU,4.166,0.5951,Retinol-binding protein 4,TRANSPORT PROTEIN,OTHER,P41263,False
163,2ID4,5.353,0.5948,Kexin,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,P13134,False
164,1JH6,6.537,0.5943,Cyclic phosphodiesterase,HYDROLASE,HYDROLASES,O04147,False
165,1ONF,2.967,0.5935,Glutathione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q94655,False
166,3CM0,2.961,0.5922,Adenylate kinase,TRANSFERASE,TRANSFERASES,Q5SHQ9,False
167,1MJ4,4.135,0.5907,"Sulfite oxidase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P51687,False
168,1V5B,4.133,0.5905,3-isopropylmalate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P12010,False
169,2DFJ,4.131,0.5902,"Bis(5-nucleosyl)-tetraphosphatase, symmetrical",HYDROLASE,HYDROLASES,Q83SQ2,False
170,1S70,3.533,0.5889,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,HYDROLASE,HYDROLASES,P62140,False
171,1Y89,2.352,0.588,DevB protein,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",HYDROLASES,Q9KL51,False
172,2GUX,3.526,0.5876,Griffithsin,SUGAR BINDING PROTEIN,OTHER,P84801,False
173,1N35,2.938,0.5876,RNA-directed RNA polymerase lambda-3,TRANSFERASE/RNA,OTHER,P17378,False
174,1SGF,2.349,0.5871,Kallikrein 1-related peptidase-like b4,GROWTH FACTOR,OTHER,P00757,False
175,1UKF,3.518,0.5864,Cysteine protease avirulence protein avrPphB,HYDROLASE,HYDROLASES,Q52430,False
176,1JNB,4.102,0.586,Upper collar protein,VIRAL PROTEIN,OTHER,P04332,False
177,1DNV,3.498,0.583,Coat protein VP1/VP2/VP3/VP4,VIRUS,OTHER,Q90125,False
178,2QJI,2.909,0.5818,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase",LYASE,TRANSFERASES,Q57843,False
179,2G18,2.907,0.5813,Phycocyanobili,OXIDOREDUCTASE,OXIDOREDUCTASES,Q93TN0,False
180,3F5N,2.884,0.5769,Neuroserpin,HYDROLASE INHIBITOR,OTHER,Q99574,False
181,2DHZ,2.881,0.5761,Rap guanine nucleotide exchange factor-like 1,SIGNALING PROTEIN,OTHER,Q9UHV5,False
182,2ACM,4.025,0.575,Mucin-1,STRUCTURAL PROTEIN,OTHER,P15941,False
183,1M0T,4.017,0.5739,Glutathione synthetase,LIGASE,LIGASES,Q08220,False
184,1BIP,3.433,0.5721,Alpha-amylase/trypsin inhibitor,SERINE PROTEINASE INHIBITOR,OTHER,P01087,False
185,2Z3X,3.429,0.5715,"Small, acid-soluble spore protein C",DNA BINDING PROTEIN/DNA,OTHER,P02958,False
186,2DY3,5.137,0.5708,Alanine racemase,ISOMERASE,ISOMERASES,Q8RSU9,False
187,3GVI,2.85,0.57,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q2YLR9,False
188,1O4S,2.275,0.5688,Aspartate aminotransferase,TRANSFERASE,TRANSFERASES,Q9X0Y2,False
189,1JE5,3.978,0.5682,Helix-destabilizing protein,DNA BINDING PROTEIN,OTHER,P03696,False
190,3D0O,2.84,0.5681,L-lactate dehydrogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q5HJD7,False
191,1ZKM,3.972,0.5674,Adenylyltransferase thiF,TRANSFERASE,TRANSFERASES,P30138,False
192,2ZOT,3.955,0.565,Spondin-1,CELL ADHESION,OTHER,Q9HCB6,False
193,1VYV,3.952,0.5646,Voltage-dependent L-type calcium channel subunit beta-4,TRANSPORT PROTEIN,OTHER,O00305,False
194,1B8H,2.242,0.5606,DNA polymerase processivity component,TRANSFERASE,OTHER,O80164,False
195,2PAA,2.797,0.5593,Phosphoglycerate kinase 2,TRANSFERASE,TRANSFERASES,P09041,False
196,1Z68,2.795,0.559,Seprase,LYASE,HYDROLASES,SEPR_HUMAN,False
197,2EMJ,4.464,0.5579,Zinc finger protein 28 homolog,TRANSCRIPTION,OTHER,Q8NHY6,False
198,2J96,3.344,0.5573,Phycoerythrocyanin alpha chain,PHOTOSYNTHESIS,OTHER,P00309,False
199,2C0P,5.01,0.5567,Acetylcholinesterase,HYDROLASE,HYDROLASES,P21836,False
200,2HZV,3.895,0.5564,Nickel-responsive regulator,METAL BINDING PROTEIN/DNA,OTHER,P0A6Z6,False
201,2RAJ,2.775,0.555,Sorting nexin-9,STRUCTURAL PROTEIN,OTHER,Q9Y5X1,False
202,1B7Y,2.773,0.5546,Phenylalanyl-tRNA synthetase alpha chain,LIGASE,LIGASES,P27001,False
203,1T3W,3.325,0.5542,DNA primase,REPLICATION,TRANSFERASES,P0ABS5,False
204,2JS4,2.767,0.5535,UPF0434 protein BB2007,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q7WKU6,False
205,3DF0,4.423,0.5529,Calpain-2 catalytic subunit,HYDROLASE,HYDROLASES,Q07009,False
206,1FTH,3.314,0.5523,Holo-[acyl-carrier-protein] synthase,TRANSFERASE,TRANSFERASES,P0A2W7,False
207,1VQ0,4.416,0.552,33 kDa chaperonin,CHAPERONE,OTHER,Q9X1B4,False
208,2ED7,3.863,0.5519,Netrin receptor DCC,APOPTOSIS,OTHER,P43146,False
209,2GOV,3.31,0.5516,Heme-binding protein 1,HEME BINDING PROTEIN,OTHER,Q9R257,False
210,1YIX,4.412,0.5515,Uncharacterized deoxyribonuclease ycfH,HYDROLASE,HYDROLASES,P0AFQ7,False
211,1Y4C,4.409,0.5511,Maltose-binding periplasmic protein,DE NOVO PROTEIN,OTHER,P0AEY0,False
212,1ATI,3.855,0.5507,Glycyl-tRNA synthetase,PROTEIN BIOSYNTHESIS,LIGASES,P56206,False
213,1X6F,4.403,0.5504,Zinc finger protein 462,DNA BINDING PROTEIN,OTHER,Q96JM2,False
214,1K4W,4.397,0.5497,Nuclear receptor ROR-beta,HORMONE/GROWTH FACTOR,OTHER,P45446,False
215,2VCY,3.845,0.5494,"Trans-2-enoyl-CoA reductase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,Q9BV79,False
216,3B9P,4.387,0.5483,Spastin,HYDROLASE,ISOMERASES,Q8I0P1,False
217,3GSB,4.384,0.548,"Glutamate-1-semialdehyde 2,1-aminomutase",ISOMERASE,ISOMERASES,P24630,False
218,1GO3,4.384,0.548,DNA-directed RNA polymerase subunit E,TRANSFERASE,TRANSFERASES,Q57840,False
219,1N97,3.834,0.5477,Cytochrome P450,ELECTRON TRANSPORT,OTHER,Q746J6,False
220,1DBU,2.739,0.5477,Uncharacterized protein HI1434,HYDROLASE,LYASES,P45202,False
221,1YQT,3.832,0.5474,RNase l inhibitor,hydrolyase/translation,OTHER,Q8U306,False
222,2DFD,4.378,0.5472,"Malate dehydrogenase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P40926,False
223,2QXX,4.373,0.5467,Deoxycytidine triphosphate deaminase,HYDROLASE,OTHER,O07247,False
224,1O8V,3.825,0.5464,Fatty acid-binding protein homolog 1,LIPID BINDING PROTEIN,OTHER,Q02970,False
225,2FV4,2.729,0.5457,Kinetochore protein SPC25,"STRUCTURAL PROTEIN, PROTEIN BINDING",OTHER,P40014,False
226,3CZ7,4.363,0.5454,Histone acetyltransferase RTT109,REPLICATION,TRANSFERASES,Q07794,False
227,2AII,2.721,0.5442,Sulfatase-modifying factor 1,"HYDROLASE ACTIVATOR,PROTEIN BINDING",OXIDOREDUCTASES,Q8NBK3,False
228,1LFG,4.348,0.5435,Lactotransferrin,TRANSFERRIN,HYDROLASES,TRFL_HUMAN,False
229,1KV9,2.718,0.5435,Quinohemoprotein alcohol dehydrogenase ADH IIB,OXIDOREDUCTASE,OXIDOREDUCTASES,Q8GR64,False
230,1M1B,3.796,0.5423,Phosphoenolpyruvate phosphomutase,ISOMERASE,ISOMERASES,P56839,False
231,1DKU,4.328,0.541,Ribose-phosphate pyrophosphokinase,TRANSFERASE,TRANSFERASES,P14193,False
232,2VZ6,4.326,0.5408,Calcium/calmodulin-dependent protein kinase type II alpha chain,TRANSFERASE,TRANSFERASES,KCC2A_HUMAN,False
