,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
30,3EIH,2.561,0.6403,Vacuolar protein sorting-associated protein 4,PROTEIN TRANSPORT,OTHER,P52917,False
31,1EGA,4.439,0.6341,GTP-binding protein era,HYDROLASE,OTHER,P06616,False
32,2YW2,4.428,0.6325,Phosphoribosylamine--glycine ligase,LIGASE,LIGASES,O66949,False
33,1GK9,2.495,0.6238,Penicillin G acylase,ANTIBIOTIC RESISTANCE,HYDROLASES,P06875,False
34,1LRW,3.679,0.6131,Methanol dehydrogenase subunit 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P12293,False
35,2QCZ,4.281,0.6115,Outer membrane protein assembly factor yaeT,"MEMBRANE PROTEIN, PROTEIN TRANSPORT",OTHER,P0A940,False
36,1UD1,4.27,0.6099,Glycinin G1,PLANT PROTEIN,OTHER,P04776,False
37,1NY8,3.658,0.6096,Uncharacterized protein yrbA,"Structural genomics, UNKNOWN FUNCTION",OTHER,P0A9W6,False
38,1OR7,4.264,0.6091,RNA polymerase sigma-E factor,TRANSCRIPTION,OTHER,P0AGB6,False
39,2ENK,3.63,0.605,Zinc transporter 9,SIGNALING PROTEIN,OTHER,Q6PML9,False
40,1F7S,3.607,0.6012,Actin-depolymerizing factor 1,PLANT PROTEIN,OTHER,Q39250,False
41,1JQX,4.184,0.5977,Dihydroorotate dehydrogenase A,OXIDOREDUCTASE,OXIDOREDUCTASES,Q53ZE5,False
42,1DUS,3.57,0.5951,Protein MJ0882,STRUCTURAL GENOMICS,TRANSFERASES,Q58292,False
43,2JPE,3.555,0.5925,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
44,1V5B,4.141,0.5916,3-isopropylmalate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P12010,False
45,9AAT,2.353,0.5882,"Aspartate aminotransferase, mitochondrial",TRANSFERASE(AMINOTRANSFERASE),TRANSFERASES,P00508,False
46,1UKF,3.518,0.5863,Cysteine protease avirulence protein avrPphB,HYDROLASE,HYDROLASES,Q52430,False
47,1I3R,2.922,0.5845,"H-2 class II histocompatibility antigen, E-K alpha chain",IMMUNE SYSTEM,OTHER,P04224,False
48,6REQ,4.05,0.5785,Methylmalonyl-CoA mutase large subunit,ISOMERASE,ISOMERASES,P11653,False
49,1M0T,4.025,0.575,Glutathione synthetase,LIGASE,LIGASES,Q08220,False
50,2IU3,2.866,0.5732,Bifunctional purine biosynthesis protein PURH,HYDROLASE,OTHER,P31335,False
51,3F5N,2.847,0.5695,Neuroserpin,HYDROLASE INHIBITOR,OTHER,Q99574,False
52,3DM0,2.844,0.5687,Guanine nucleotide-binding protein subunit beta-like protein,"Sugar Binding Protein,Signaling Protein",OTHER,O24456,False
53,1VP8,3.965,0.5664,Hypothetical protein,FLAVOPROTEIN,OTHER,O30133,False
54,3CM0,2.83,0.566,Adenylate kinase,TRANSFERASE,TRANSFERASES,Q5SHQ9,False
55,1VYV,3.94,0.5628,Voltage-dependent L-type calcium channel subunit beta-4,TRANSPORT PROTEIN,OTHER,O00305,False
56,1GND,3.931,0.5615,Rab GDP dissociation inhibitor alpha,GTPASE ACTIVATION,OTHER,P21856,False
57,1ONF,2.772,0.5543,Glutathione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q94655,False
58,1ZDE,3.879,0.5541,DNA polymerase III subunit alpha,TRANSFERASE,TRANSFERASES,P74750,False
59,2HZV,3.863,0.5518,Nickel-responsive regulator,METAL BINDING PROTEIN/DNA,OTHER,P0A6Z6,False
60,1ZKM,3.852,0.5502,Adenylyltransferase thiF,TRANSFERASE,TRANSFERASES,P30138,False
61,2EMJ,4.398,0.5498,Zinc finger protein 28 homolog,TRANSCRIPTION,OTHER,Q8NHY6,False
62,1ZXN,3.268,0.5447,DNA topoisomerase 2-alpha,ISOMERASE,ISOMERASES,TOP2A_HUMAN,False
63,1FTH,3.249,0.5415,Holo-[acyl-carrier-protein] synthase,TRANSFERASE,TRANSFERASES,P0A2W7,False
64,1ZNO,4.317,0.5397,UPF0244 protein VC_0702,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",HYDROLASES,Q9KU27,False
65,1K8T,4.314,0.5392,Calmodulin-sensitive adenylate cyclase,"TOXIN,LYASE",LYASES,P40136,False
66,3G2B,4.285,0.5356,Coenzyme PQQ synthesis protein D,BIOSYNTHETIC PROTEIN,OTHER,Q8P6M8,False
67,2QL6,4.267,0.5334,Nicotinamide riboside kinase 1,"SIGNALING PROTEIN,TRANSFERASE",TRANSFERASES,NRK1_HUMAN,False
68,2R6W,4.265,0.5331,Estrogen receptor,TRANSCRIPTION,OTHER,ESR1_HUMAN,False
69,2J3T,2.099,0.5248,Trafficking protein particle complex subunit 3,TRANSPORT,OTHER,O55013,False
70,3CZ7,4.195,0.5244,Histone acetyltransferase RTT109,REPLICATION,TRANSFERASES,Q07794,False
71,1X6F,4.181,0.5226,Zinc finger protein 462,DNA BINDING PROTEIN,OTHER,Q96JM2,False
72,1XIP,4.171,0.5213,Nucleoporin NUP159,TRANSPORT PROTEIN,OTHER,P40477,False
73,1SMQ,3.113,0.5188,Ribonucleoside-diphosphate reductase small chain 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P09938,False
74,2VXQ,3.606,0.5151,Pollen allergen Phl p 2,ALLERGEN,OTHER,P43214,False
75,2II4,3.603,0.5147,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",TRANSFERASE,TRANSFERASES,P11181,False
76,1LFG,4.097,0.5121,Lactotransferrin,TRANSFERRIN,HYDROLASES,TRFL_HUMAN,False
77,2C0O,8.165,0.5103,Tyrosine-protein kinase HCK,TRANSFERASE,TRANSFERASES,HCK_HUMAN,False
78,3H7F,4.038,0.5047,Serine hydroxymethyltransferase 1,TRANSFERASE,OTHER,O53441,False
79,1C8S,2.996,0.4994,Bacteriorhodopsin,ION TRANSPORT,OTHER,P02945,False
80,2Z3X,2.987,0.4979,"Small, acid-soluble spore protein C",DNA BINDING PROTEIN/DNA,OTHER,P02958,False
81,1L9X,2.976,0.496,Gamma-glutamyl hydrolase,HYDROLASE,HYDROLASES,Q92820,False
82,3FQD,2.974,0.4956,5-3 exoribonuclease 2,HYDROLASE/PROTEIN BINDING,HYDROLASES,P40848,False
83,2ZJ4,3.96,0.495,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1,TRANSFERASE,TRANSFERASES,Q06210,False
84,1VCP,2.466,0.4932,Structural polyprotein,VIRAL PROTEIN,OTHER,P03315,False
85,1YS4,3.941,0.4926,Aspartate-semialdehyde dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q57658,False
86,1HYH,2.953,0.4921,L-2-hydroxyisocaproate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P14295,False
87,3B46,3.936,0.4919,Probable kynurenine--oxoglutarate transaminase BNA3,TRANSFERASE,TRANSFERASES,P47039,False
88,2I5P,2.948,0.4914,Glyceraldehyde-3-phosphate dehydrogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P84998,False
89,1N97,4.404,0.4894,Cytochrome P450,ELECTRON TRANSPORT,OTHER,Q746J6,False
90,3B9P,3.911,0.4889,Spastin,HYDROLASE,ISOMERASES,Q8I0P1,False
91,3G5B,2.922,0.4869,Netrin receptor UNC5B,APOPTOSIS,OTHER,O08722,False
92,1TIS,4.382,0.4868,Thymidylate synthase,TRANSFERASE(METHYLTRANSFERASE),TRANSFERASES,P00471,False
93,2R3V,4.38,0.4867,Mevalonate kinase,TRANSFERASE,TRANSFERASES,KIME_HUMAN,False
94,2VZ6,3.89,0.4863,Calcium/calmodulin-dependent protein kinase type II alpha chain,TRANSFERASE,TRANSFERASES,KCC2A_HUMAN,False
95,1HSR,5.833,0.4861,Peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P28313,False
96,1MWQ,4.363,0.4848,Protein HI0828,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P44887,False
97,2ZBT,2.907,0.4846,Pyridoxal biosynthesis lyase pdxS,LYASE,LYASES,Q5SKD9,False
98,1YY7,2.897,0.4829,Regulator of transcription; stringent starvation protein A,TRANSCRIPTION,OTHER,Q7CL96,False
99,1MG5,3.859,0.4824,Alcohol dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P00334,False
100,3BIX,2.894,0.4824,Neuroligin-1,CELL ADHESION,OTHER,Q62765,False
101,2HZB,6.746,0.4818,UPF0052 protein BH3568,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9K706,False
102,1YY3,4.336,0.4818,S-adenosylmethionin,ISOMERASE,TRANSFERASES,O32054,False
103,1B80,4.322,0.4802,Ligninase H8,OXIDOREDUCTASE,OXIDOREDUCTASES,P06181,False
104,1GUP,2.878,0.4796,Galactose-1-phosphate uridylyltransferase,NUCLEOTIDYLTRANSFERASE,TRANSFERASES,P09148,False
105,1VRN,4.299,0.4777,Photosynthetic reaction center cytochrome c subunit,PHOTOSYNTHESIS,OTHER,P07173,False
106,3BW7,4.289,0.4766,Cytokinin dehydrogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9T0N8,False
107,2D3W,2.854,0.4757,Probable ATP-dependent transporter sufC,BIOSYNTHETIC PROTEIN,OTHER,P77499,False
108,1GV0,2.853,0.4755,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P80039,False
109,1VPX,2.839,0.4732,Transaldolase,TRANSFERASE,TRANSFERASES,Q9WYD1,False
110,1IDJ,2.839,0.4732,Pectin lyase A,LYASE,LYASES,Q01172,False
111,1S0F,4.252,0.4725,Botulinum neurotoxin type B,"Toxin, hydrolase",OTHER,P10844,False
112,1KGL,3.765,0.4706,Retinol-binding protein 1,LIPID BINDING PROTEIN,OTHER,P02696,False
113,1SY7,4.227,0.4696,Catalase-1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9C168,False
114,1IFW,2.815,0.4692,"Polyadenylate-binding protein, cytoplasmic and nuclear",RNA BINDING PROTEIN,OTHER,P04147,False
115,1FBA,4.222,0.4691,Fructose-bisphosphate aldolase,LYASE(ALDEHYDE),LYASES,P07764,False
116,3CDK,2.8,0.4666,Probable succinyl-Co,TRANSFERASE,TRANSFERASES,P42315,False
117,1M41,2.788,0.4647,Alkanesulfonate monooxygenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P80645,False
118,1XVV,2.773,0.4622,Crotonobetainyl-CoA:carnitine CoA-transferase,TRANSFERASE,TRANSFERASES,P31572,False
119,2QK4,4.158,0.462,Trifunctional purine biosynthetic protein adenosine-3,LIGASE,OTHER,PUR2_HUMAN,False
120,3FSL,4.15,0.4611,Aromatic-amino-acid aminotransferase,TRANSFERASE,TRANSFERASES,P04693,False
121,1YG9,2.75,0.4584,Aspartic protease Bla g 2,"HYDROLASE, ALLERGEN",HYDROLASES,P54958,False
122,1A4E,4.123,0.4582,Peroxisomal catalase A,OXIDOREDUCTASE,OXIDOREDUCTASES,P15202,False
123,1FHO,3.652,0.4565,Muscle M-line assembly protein unc-89,SIGNALING PROTEIN,OTHER,O01761,False
124,3DPI,2.735,0.4558,NH(3)-dependent NAD(+) synthetase,LIGASE,LIGASES,Q3JL79,False
125,3BSZ,2.72,0.4533,Transthyretin,TRANSPORT PROTEIN/IMMUNE SYSTEM,OTHER,P02766,False
126,2ENJ,2.719,0.4532,Protein kinase C theta type,TRANSFERASE,TRANSFERASES,KPCT_HUMAN,False
127,1DWU,5.888,0.4529,50S ribosomal protein L1P,RIBOSOMAL PROTEIN,OTHER,O52704,False
128,1YBM,4.052,0.4502,Uncharacterized protein At5g02240,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q94EG6,False
129,2V5H,4.042,0.4491,Acetylglutamate kinase,TRANSCRIPTION,TRANSFERASES,Q6V1L5,False
130,1BJN,4.023,0.4469,Phosphoserine aminotransferase,AMINOTRANSFERASE,TRANSFERASES,P23721,False
131,1G2P,4.013,0.4459,Adenine phosphoribosyltransferase 1,TRANSFERASE,TRANSFERASES,P49435,False
132,2GOV,2.676,0.4459,Heme-binding protein 1,HEME BINDING PROTEIN,OTHER,Q9R257,False
133,2F4M,2.674,0.4456,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,HYDROLASE,HYDROLASES,Q9JI78,False
134,1JJX,3.986,0.4428,"Fatty acid-binding protein, brain",LIPID BINDING PROTEIN,OTHER,FABP7_HUMAN,False
135,1T3A,4.427,0.4427,Botulinum neurotoxin type E,"HYDROLASE, TOXIN",OTHER,Q00496,False
136,1NT2,2.654,0.4423,Fibrillarin-like rRNA/tRNA 2-O-methyltransferase,RNA BINDING PROTEIN,TRANSFERASES,O28192,False
137,1XAP,2.653,0.4422,Retinoic acid receptor beta,TRANSCRIPTION,OTHER,RARB_HUMAN,False
138,3BKB,2.649,0.4414,Proto-oncogene tyrosine-protein kinase Fes/Fps,TRANSFERASE,TRANSFERASES,FES_HUMAN,False
139,2HZ6,3.958,0.4397,Serine/threonine-protein kinase/endoribonuclease IRE1,SIGNALING PROTEIN,OTHER,ERN1_HUMAN,False
140,1J9L,3.955,0.4395,5-nucleotidase surE,UNKNOWN FUNCTION,HYDROLASES,P96112,False
141,2PFF,2.637,0.4395,Fatty acid synthase subunit alpha,TRANSFERASE,TRANSFERASES,P19097,False
142,1VRP,2.615,0.4359,Creatine kinase M-type,TRANSFERASE,TRANSFERASES,P04414,False
143,1VM6,2.615,0.4358,Dihydrodipicolinate reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9X1K8,False
144,2J4K,2.613,0.4354,Uridylate kinase,TRANSFERASE,TRANSFERASES,Q97ZE2,False
145,1EMS,3.912,0.4346,Nitrilase and fragile histidine triad fusion protein NitFhit [Includes: Bis(5-adenosyl)-triphosphatase,ANTITUMOR PROTEIN,OTHER,O76463,False
146,1CIV,2.604,0.434,"Malate dehydrogenase [NADP], chloroplast",OXIDOREDUCTASE,OXIDOREDUCTASES,P46489,False
147,1P0N,4.338,0.4338,Isopentenyl-diphosphate delta-isomerase,ISOMERASE,ISOMERASES,P50740,False
148,1B7G,2.596,0.4327,Glyceraldehyde-3-phosphate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P39460,False
149,1M56,4.321,0.4321,Cytochrome c oxidase subunit 1,OXIDOREDUCTASE,TRANSLOCASES,P33517,False
150,1SY6,3.456,0.432,T-cell surface glycoprotein CD3 epsilon chain,signaling protein/antibiotic,OTHER,CD3E_HUMAN,False
151,2ZDI,4.318,0.4318,Prefoldin subunit beta,CHAPERONE,OTHER,O58268,False
152,1EHW,3.454,0.4318,"Nucleoside diphosphate kinase, mitochondrial",TRANSFERASE,TRANSFERASES,O00746,False
153,1SI8,4.313,0.4313,Catalase/peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q834P5,False
154,2GLF,3.873,0.4304,Probable M18 family aminopeptidase 1,HYDROLASE,HYDROLASES,Q9WYJ9,False
155,2FG5,2.578,0.4297,Ras-related protein Rab-31,SIGNALING PROTEIN,OTHER,RAB31_HUMAN,False
156,1W60,2.573,0.4289,Proliferating cell nuclear antigen,DNA BINDING PROTEIN,OTHER,PCNA_HUMAN,False
157,1MTC,3.848,0.4275,Glutathione S-transferase Mu 1,TRANSFERASE,TRANSFERASES,P04905,False
158,2JWY,2.992,0.4275,Uncharacterized lipoprotein yajI,LIPOPROTEIN,OTHER,P46122,False
159,1ODO,4.271,0.4271,Putative cytochrome P450,OXIDOREDUCTASE,OTHER,Q9KZR7,False
160,3EG5,2.989,0.4271,Cell division control protein 42 homolog,SIGNALING PROTEIN,HYDROLASES,P60766,False
161,1PD2,4.261,0.4261,Glutathione-requiring prostaglandin D synthase,LIGASE,ISOMERASES,O35543,False
162,2AGJ,2.983,0.4261,Ig mu chain C region,IMMUNE SYSTEM,OTHER,P01871,False
163,2OLS,2.554,0.4256,Phosphoenolpyruvate synthase,TRANSFERASE,TRANSFERASES,Q9K0I2,False
164,1V0F,4.251,0.4251,Endo-N-acetylneuraminidase,HYDROLASE,OTHER,Q04830,False
165,2J96,2.548,0.4247,Phycoerythrocyanin alpha chain,PHOTOSYNTHESIS,OTHER,P00309,False
166,2DN0,4.242,0.4242,Zinc fingers and homeoboxes protein 3,TRANSCRIPTION,OTHER,Q9H4I2,False
167,1RJ6,3.818,0.4242,Carbonic anhydrase 14,LYASE,LYASES,CAH14_MOUSE,False
168,2Z7X,2.545,0.4242,Toll-like receptor 1,IMMUNE SYSTEM,OTHER,TLR1_HUMAN,False
169,1OTJ,2.962,0.4231,Alpha-ketoglutarate-dependent taurine dioxygenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P37610,False
170,1N83,3.803,0.4226,Nuclear receptor ROR-alpha,LIPID BINDING PROTEIN,OTHER,RORA_HUMAN,False
171,1PVN,2.957,0.4224,Inosine-5-monophosphate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P50097,False
172,1LW3,2.534,0.4223,Myotubularin-related protein 2,HYDROLASE,OTHER,Q13614,False
173,2AY0,4.215,0.4215,Bifunctional protein putA,DNA BINDING PROTEIN,OTHER,P09546,False
174,1I52,4.214,0.4214,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,TRANSFERASE,TRANSFERASES,Q46893,False
175,1DOS,2.528,0.4213,Fructose-bisphosphate aldolase class 2,LYASE,LYASES,P0AB71,False
176,1JNB,2.946,0.4208,Upper collar protein,VIRAL PROTEIN,OTHER,P04332,False
177,2AK2,2.521,0.4202,"Adenylate kinase 2, mitochondrial",PHOSPHOTRANSFERASE,TRANSFERASES,P08166,False
178,1MC1,4.193,0.4193,Carboxyethyl-arginine beta-lactam-synthase,HYDROLASE,OTHER,Q9R8E3,False
179,1O7D,2.928,0.4183,Lysosomal alpha-mannosidase,HYDROLASE,HYDROLASES,Q29451,False
180,2FPQ,4.178,0.4178,Botulinum neurotoxin type D,TOXIN,OTHER,P19321,False
181,1YGH,2.507,0.4178,Histone acetyltransferase GCN5,GENE REGULATION,TRANSFERASES,Q03330,False
182,2CAI,5.01,0.4175,Glutathione S-transferase class-mu 28 kDa isozyme,TRANSFERASE,TRANSFERASES,P30113,False
183,2K8V,4.174,0.4174,Thioredoxin domain-containing protein 12,OXIDOREDUCTASE,OXIDOREDUCTASES,O95881,False
184,2NUT,4.173,0.4173,Protein transport protein Sec23A,PROTEIN TRANSPORT,OTHER,Q15436,False
185,1IG7,3.337,0.4171,Homeobox protein MSX-1,TRANSCRIPTION/DNA,OTHER,P13297,False
186,2EPA,4.162,0.4162,Krueppel-like factor 10,TRANSCRIPTION,OTHER,Q13118,False
187,2PH4,2.908,0.4155,Phospholipase A2 homolog zhaoermiatoxin,TOXIN,OTHER,P84776,False
188,2DO1,2.905,0.415,SAP domain-containing ribonucleoprotein,GENE REGULATION,OTHER,P82979,False
189,1TW2,2.904,0.4149,Carminomycin 4-O-methyltransferase,TRANSFERASE,TRANSFERASES,Q06528,False
190,1UGR,2.903,0.4148,Cobalt-containing nitrile hydratase subunit alpha,LYASE,LYASES,Q7SID2,False
191,1UVX,2.903,0.4147,Globin LI637,OXYGEN STORAGE/TRANSPORT,OTHER,Q08753,False
192,1DLI,2.892,0.4132,UDP-glucose 6-dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P0C0F4,False
193,1YAF,2.883,0.4118,Thiaminase-2,TRANSCRIPTION,HYDROLASES,P25052,False
194,1GWE,2.878,0.4111,Catalase,OXIDOREDUCTASE,OXIDOREDUCTASES,P29422,False
195,2PMZ,3.699,0.411,DNA-directed RNA polymerase subunit A,"TRANSLATION, TRANSFERASE",TRANSFERASES,Q980R2,False
196,2QZX,9.846,0.4103,Candidapepsin-5,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,P43094,False
197,1URH,2.87,0.41,3-mercaptopyruvate sulfurtransferase,TRANSFERASE,TRANSFERASES,P31142,False
198,3GWJ,2.457,0.4095,Arylphorin,OXYGEN TRANSPORT,OTHER,Q7Z1F8,False
199,1AOD,4.079,0.4079,1-phosphatidylinositol phosphodiesterase,HYDROLASE,LYASES,P34024,False
200,1KV9,3.668,0.4076,Quinohemoprotein alcohol dehydrogenase ADH IIB,OXIDOREDUCTASE,OXIDOREDUCTASES,Q8GR64,False
201,2W48,2.85,0.4072,Sorbitol operon regulator,TRANSCRIPTION,OTHER,P37078,False
202,1K4Y,5.694,0.4067,Liver carboxylesterase 1,HYDROLASE,HYDROLASES,P12337,False
203,1D9E,3.254,0.4067,2-dehydro-3-deoxyphosphooctonate aldolase,LYASE,TRANSFERASES,P0A715,False
204,1O4S,2.44,0.4066,Aspartate aminotransferase,TRANSFERASE,TRANSFERASES,Q9X0Y2,False
205,1BEV,2.434,0.4057,Genome polyprotein,VIRUS,OTHER,P12915,False
206,2Z6C,2.838,0.4054,Phototropin-1,TRANSFERASE,TRANSFERASES,O48963,False
207,1QSJ,4.05,0.405,Complement C3,IMMUNE SYSTEM,OTHER,P01026,False
208,3BVO,3.639,0.4044,"Co-chaperone protein HscB, mitochondrial",CHAPERONE,OTHER,Q8IWL3,False
209,3D0O,2.017,0.4035,L-lactate dehydrogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q5HJD7,False
210,1US1,2.824,0.4034,Membrane primary amine oxidase,OXIDASE,OXIDOREDUCTASES,AOC3_HUMAN,False
211,2ZOT,2.818,0.4026,Spondin-1,CELL ADHESION,OTHER,Q9HCB6,False
212,1I5P,3.213,0.4016,Pesticidal crystal protein cry2Aa,TOXIN,OTHER,P0A377,False
213,1EQR,4.002,0.4002,Aspartyl-tRNA synthetase,LIGASE,LIGASES,P21889,False
214,1COJ,2.799,0.3999,Superoxide dismutase [Fe],OXIDOREDUCTASE,OXIDOREDUCTASES,Q9X6W9,False
215,2BH2,3.995,0.3995,23S rRNA (uracil-5-)-methyltransferase rumA,TRANSFERASE,TRANSFERASES,P55135,False
216,1QJT,2.795,0.3992,Epidermal growth factor receptor substrate 15,GROWTH FACTOR,OTHER,P42567,False
217,2DMD,2.79,0.3986,"Zinc finger protein 64 homolog, isoforms 1 and 2",TRANSCRIPTION,OTHER,Q9NPA5,False
218,3CB5,2.79,0.3985,FACT complex subunit spt16,TRANSCRIPTION,OTHER,O94267,False
219,3FRP,2.785,0.3978,Cobra venom factor,HYDROLASE COFACTOR,OTHER,Q91132,False
220,2PUJ,3.572,0.3969,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",HYDROLASE,HYDROLASES,P47229,False
221,3E3L,3.968,0.3968,"Glycogen phosphorylase, muscle form",TRANSFERASE,TRANSFERASES,P00489,False
222,3E7G,2.772,0.3959,"Nitric oxide synthase, inducible",OXIDOREDUCTASE,OXIDOREDUCTASES,P35228,False
223,1BJ1,2.769,0.3956,Vascular endothelial growth factor A,IMMUNE SYSTEM,OTHER,VEGFA_HUMAN,False
224,2RMP,3.954,0.3954,Mucorpepsin,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,P00799,False
225,1W6J,2.372,0.3954,Lanosterol synthase,ISOMERASE,ISOMERASES,ERG7_HUMAN,False
226,2EOV,2.766,0.3951,Zinc finger protein 484,TRANSCRIPTION,OTHER,Q5JVG2,False
227,2CR7,2.761,0.3944,Paired amphipathic helix protein Sin3b,GENE REGULATION,OTHER,Q62141,False
228,2ZPA,4.321,0.3928,Uncharacterized protein ypfI,TRANSFERASE,TRANSFERASES,P76562,False
229,1UKV,2.744,0.392,Rab GDP-dissociation inhibitor,PROTEIN TRANSPORT,OTHER,P39958,False
230,1RC9,4.285,0.3896,Cysteine-rich secretory protein,TOXIN,OTHER,P60623,False
231,1QWO,2.334,0.3891,3-phytase A,HYDROLASE,HYDROLASES,O00092,False
232,1LLN,2.721,0.3887,Antiviral protein 2,HYDROLASE,HYDROLASES,Q40772,False
233,2GOW,2.714,0.3878,Ubiquitin-like protein 3,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O95164,False
