,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
63,2INR,3.435,0.8587,DNA topoisomerase 4 subunit A,ISOMERASE,ISOMERASES,Q6G9K4,False
64,2OV6,3.428,0.857,V-type ATP synthase subunit F,HYDROLASE,HYDROLASES,Q60185,False
65,1B0N,3.426,0.8566,HTH-type transcriptional regulator sinR,TRANSCRIPTION REGULATOR,OTHER,P06533,False
66,2OPX,3.423,0.8558,Lactaldehyde dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P25553,False
67,2OQC,3.408,0.852,Uncharacterized protein yxeI,HYDROLASE,HYDROLASES,P54948,False
68,1O9K,4.252,0.8504,Transcription factor E2F1,APOPTOSIS,OTHER,E2F1_HUMAN,False
69,1NVM,3.36,0.8401,4-hydroxy-2-oxovalerate aldolase,LYASE/OXIDOREDUCTASE,LYASES,P51016,False
70,1F5X,3.348,0.8369,Proto-oncogene vav,SIGNALING PROTEIN,OTHER,P27870,False
71,1T9K,4.18,0.8359,Methylthioribose-1-phosphate isomerase,ISOMERASE,ISOMERASES,Q9X013,False
72,2V3C,3.338,0.8344,Signal recognition particle 19 kDa protein,SIGNALING PROTEIN,OTHER,Q58440,False
73,1Y1U,4.163,0.8325,Signal transducer and activator of transcription 5A,SIGNALING PROTEIN,OTHER,P42230,False
74,2CRA,4.16,0.832,Homeobox protein Hox-B13,GENE REGULATION,OTHER,HXB13_HUMAN,False
75,1V9S,4.158,0.8315,Uracil phosphoribosyltransferase,TRANSFERASE,TRANSFERASES,Q72J35,False
76,1ES8,3.308,0.827,Type II restriction enzyme BglII,HYDROLASE,HYDROLASES,Q45488,False
77,1UD9,3.286,0.8214,DNA polymerase sliding clamp A,DNA BINDING PROTEIN,OTHER,Q975N2,False
78,1TAF,3.275,0.8187,Transcription initiation factor TFIID subunit 9,COMPLEX (TWO TRANSCRIPTION FACTORS),OTHER,Q27272,False
79,1F81,3.249,0.8123,CREB-binding protein,TRANSCRIPTION,OTHER,P45481,False
80,2G18,4.057,0.8115,Phycocyanobili,OXIDOREDUCTASE,OXIDOREDUCTASES,Q93TN0,False
81,2HHK,4.042,0.8085,Reaction center protein H chain,PHOTOSYNTHESIS/MEMBRANE PROTEIN,OTHER,P0C0Y7,False
82,1GGT,4.041,0.8083,Coagulation factor XIII A chain,BLOOD COAGULATION,TRANSFERASES,F13A_HUMAN,False
83,1WVC,3.229,0.8072,Glucose-1-phosphate cytidylyltransferase,TRANSFERASE,TRANSFERASES,P26396,False
84,1OQP,3.219,0.8047,Caltractin,PROTEIN BINDING,OTHER,P05434,False
85,2VPK,4.003,0.8006,Myoneurin,TRANSCRIPTION,OTHER,Q9NPC7,False
86,1GMG,3.161,0.7902,Regulatory protein rop,TRANSCRIPTION REGULATION,OTHER,P03051,False
87,1OQN,3.127,0.7817,Disabled homolog 1,SIGNALING PROTEIN,OTHER,P97318,False
88,1VAC,3.907,0.7814,"H-2 class I histocompatibility antigen, K-B alpha chain",COMPLEX (MHC I/PEPTIDE),OTHER,P01901,False
89,1NM3,3.904,0.7809,Hybrid peroxiredoxin hyPrx5,ELECTRON TRANSPORT,OXIDOREDUCTASES,P44758,False
90,1D6V,3.875,0.775,Ig gamma-1 chain C region,IMMUNE SYSTEM,OTHER,P01857,False
91,3FQD,3.838,0.7675,5-3 exoribonuclease 2,HYDROLASE/PROTEIN BINDING,HYDROLASES,P40848,False
92,3C5K,5.362,0.766,Histone deacetylase 6,HYDROLASE,HYDROLASES,HDAC6_HUMAN,False
93,2HMN,3.812,0.7625,"Naphthalene 1,2-dioxygenase subunit alpha",OXIDOREDUCTASE,OXIDOREDUCTASES,P0A111,False
94,3G0Z,3.785,0.757,Poly(A) ribonuclease pop2,"Hydrolase, Gene Regulation",HYDROLASES,O74856,False
95,3EPM,4.48,0.7466,Thiamine biosynthesis protein thiC,BIOSYNTHETIC PROTEIN,LIGASES,Q9A6Q5,False
96,2GQF,2.979,0.7449,Uncharacterized protein HI0933,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P44941,False
97,2GJ3,3.72,0.744,Nitrogen fixation regulatory protein,TRANSFERASE,TRANSFERASES,P30663,False
98,2B6E,2.973,0.7432,Putative esterase HI1161,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P45083,False
99,1B0A,3.713,0.7427,Bifunctional protein folD,"OXIDOREDUCTASE,HYDROLASE",OXIDOREDUCTASES,P24186,False
100,1JFI,2.964,0.7409,Dr1-associated corepressor,TRANSCRIPTION/DNA,OTHER,Q14919,False
101,2BTY,3.704,0.7407,Acetylglutamate kinase,TRANSFERASE,TRANSFERASES,Q9X2A4,False
102,3IBV,3.704,0.7407,Exportin-T,RNA BINDING PROTEIN,TRANSLOCASES,O94258,False
103,3BOA,3.703,0.7406,Protein disulfide-isomerase,ISOMERASE,ISOMERASES,P17967,False
104,2CH5,3.701,0.7402,N-acetyl-D-glucosamine kinase,TRANSFERASE,TRANSFERASES,Q9UJ70,False
105,1FI6,3.701,0.7401,RalBP1-associated Eps domain-containing protein 1,endocytosis/exocytosis,OTHER,O54916,False
106,2OHV,4.439,0.7398,Glutamate racemase,ISOMERASE,ISOMERASES,Q9A1B7,False
107,1TNQ,3.698,0.7396,"Troponin C, skeletal muscle",CALCIUM-BINDING PROTEIN,OTHER,P02588,False
108,1WRU,4.437,0.7395,Baseplate protein,STRUCTURAL PROTEIN,OTHER,P08558,False
109,2CE4,4.437,0.7395,Superoxide dismutase [Mn],OXIDOREDUCTASE,OXIDOREDUCTASES,Q9RUV2,False
110,3G9K,3.697,0.7394,Capsule biosynthesis protein capD,HYDROLASE,HYDROLASES,Q51693,False
111,3BZ6,3.696,0.7392,UPF0502 protein PSPTO_2686,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q882E2,False
112,2DKY,2.957,0.7392,Rho GTPase-activating protein 7,SIGNALING PROTEIN,OTHER,Q96QB1,False
113,1JL2,2.951,0.7377,Ribonuclease HI,HYDROLASE,HYDROLASES,P0A7Y6,False
114,1BQ4,4.424,0.7373,Phosphoglycerate mutase 1,ISOMERASE,ISOMERASES,P00950,False
115,2QBY,3.685,0.7371,Cell division control protein 6 homolog 1,REPLICATION/DNA,OTHER,Q980N4,False
116,1GGZ,3.683,0.7367,Calmodulin-like protein 3,METAL BINDING PROTEIN,OTHER,P27482,False
117,1KVO,3.679,0.7359,"Phospholipase A2, membrane associated",HYDROLASE,HYDROLASES,P14555,False
118,2VRE,2.943,0.7357,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ISOMERASE,ISOMERASES,Q13011,False
119,1OJM,2.941,0.7353,Hyaluronate lyase,LYASE,LYASES,Q54873,False
120,2FBW,3.674,0.7348,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,Q9YHT1,False
121,2F3I,4.406,0.7343,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",TRANSFERASE,TRANSFERASES,P52434,False
122,1PKX,3.668,0.7336,Bifunctional purine biosynthesis protein PURH,"TRANSFERASE, HYDROLASE",TRANSFERASES,PUR9_HUMAN,False
123,1XVV,3.668,0.7335,Crotonobetainyl-CoA:carnitine CoA-transferase,TRANSFERASE,TRANSFERASES,P31572,False
124,1PUJ,4.401,0.7334,Ribosome biogenesis GTPase A,SIGNALING PROTEIN,OTHER,O31743,False
125,3CRW,3.666,0.7331,ATP-dependent DNA helicase Saci_0192,HYDROLASE,HYDROLASES,Q4JC68,False
126,2JPE,4.394,0.7324,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
127,1ODH,3.662,0.7324,Chorion-specific transcription factor GCMa,TRANSCRIPTION FACTOR/DNA,OTHER,P70348,False
128,2ES0,3.66,0.7319,Regulator of G-protein signaling 6,SIGNALING PROTEIN,OTHER,RGS6_HUMAN,False
129,3DF0,3.66,0.7319,Calpain-2 catalytic subunit,HYDROLASE,HYDROLASES,Q07009,False
130,1PW4,2.922,0.7304,Glycerol-3-phosphate transporter,MEMBRANE PROTEIN,TRANSLOCASES,P08194,False
131,1G31,3.645,0.7291,Capsid assembly protein Gp31,CHAPERONE,OTHER,P17313,False
132,1YIV,5.832,0.729,Myelin P2 protein,LIPID TRANSPORT,TRANSLOCASES,P0C6G6,False
133,1L0V,3.642,0.7284,Fumarate reductase flavoprotein subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,FRDA_ECOLI,False
134,1EZR,3.639,0.7277,Inosine-uridine preferring nucleoside hydrolase,HYDROLASE,HYDROLASES,P83851,True
135,3E7O,4.365,0.7276,Mitogen-activated protein kinase 9,TRANSFERASE,TRANSFERASES,MK09_HUMAN,False
136,1NA6,3.637,0.7274,Type-2 restriction enzyme EcoRII,HYDROLASE,HYDROLASES,P14633,False
137,1C2Y,2.906,0.7266,"6,7-dimethyl-8-ribityllumazine synthase, chloroplast",TRANSFERASE,TRANSFERASES,Q9XH32,False
138,1R8U,3.63,0.726,Cbp/p300-interacting transactivator 2,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,OTHER,CITE2_HUMAN,False
139,1IQC,4.351,0.7251,Cytochrome c551 peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P55929,False
140,2OS6,3.625,0.7251,Rho guanine nucleotide exchange factor 12,CELL ADHESION,OTHER,ARHGC_HUMAN,False
141,1XES,3.625,0.725,Dihydropinosylvin synthase,TRANSFERASE,TRANSFERASES,Q02323,False
142,2BV6,2.898,0.7245,HTH-type transcriptional regulator mgrA,TRANSCRIPTIONAL REGULATOR,OTHER,P0C1S0,False
143,2ENJ,4.345,0.7242,Protein kinase C theta type,TRANSFERASE,TRANSFERASES,KPCT_HUMAN,False
144,1NSH,3.621,0.7241,Protein S100-A11,METAL BINDING PROTEIN,OTHER,P24480,False
145,1ZTE,3.616,0.7231,"Superoxide dismutase [Mn], mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P04179,False
146,1VYH,4.332,0.7219,Platelet-activating factor acetylhydrolase IB subunit beta,HYDROLASE,HYDROLASES,PA1B2_HUMAN,False
147,3DRA,2.882,0.7204,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,TRANSFERASE,TRANSFERASES,Q9Y765,False
148,2QKD,4.32,0.7201,Zinc finger protein ZPR1,"SIGNALING PROTEIN, CELL CYCLE",OTHER,Q62384,False
149,1S70,4.318,0.7197,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,HYDROLASE,HYDROLASES,P62140,False
150,1WIN,3.598,0.7196,Flotillin-2,CELL ADHESION,OTHER,Q60634,False
151,1ONF,3.592,0.7184,Glutathione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q94655,False
152,1VF5,3.591,0.7181,Cytochrome b6,PHOTOSYNTHESIS,OTHER,P83791,False
153,3B6X,3.588,0.7176,General odorant-binding protein lush,TRANSPORT PROTEIN,TRANSLOCASES,O02372,False
154,2QFD,2.869,0.7171,Probable ATP-dependent RNA helicase DDX58,HYDROLASE,HYDROLASES,DDX58_HUMAN,False
155,1YAV,2.861,0.7152,Uncharacterized protein ykuL,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O31698,False
156,1IOD,2.857,0.7142,Agkisacutacin subunit A,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,Q9IAM1,False
157,2TPR,3.57,0.714,Trypanothione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P39040,True
158,2C6S,2.854,0.7136,Penton protein,VIRUS/VIRAL PROTEIN,OTHER,P03276,False
159,1BSL,3.567,0.7133,Alkanal monooxygenase beta chain,FLAVOPROTEIN,OXIDOREDUCTASES,P07739,False
160,1AUR,3.563,0.7127,Carboxylesterase 2,HYDROLASE,HYDROLASES,Q53547,False
161,2P1Q,3.562,0.7125,SKP1-like protein 1A,SIGNALING PROTEIN,OTHER,Q39255,False
162,1SFK,3.562,0.7123,Genome polyprotein,VIRAL PROTEIN,OTHER,P14335,False
163,3EAP,3.557,0.7113,Rho GTPase-activating protein 11A,hydrolase activator,HYDROLASES,Q6P4F7,False
164,2AEU,2.845,0.7112,UPF0425 pyridoxal phosphate-dependent protein MJ0158,UNKNOWN FUNCTION,OTHER,Q57622,False
165,2DBA,2.845,0.7112,Protein unc-45 homolog A,STRUCTURAL PROTEIN,OTHER,Q9H3U1,False
166,1OVQ,4.265,0.7108,Putative Holliday junction resolvase,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0A8I1,False
167,3GH8,3.553,0.7107,Iodotyrosine dehalogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9DCX8,False
168,1WEX,3.549,0.7098,Heterogeneous nuclear ribonucleoprotein L-like,RNA BINDING PROTEIN,TRANSLOCASES,Q921F4,False
169,3GYG,2.838,0.7094,NTD biosynthesis operon putative hydrolase ntdB,HYDROLASE,HYDROLASES,O07565,False
170,2E9Q,3.541,0.7083,11S globulin subunit beta,PLANT PROTEIN,OTHER,P13744,False
171,2RM4,3.533,0.7067,Enhancer of mRNA-decapping protein 3,PROTEIN BINDING,OTHER,Q9VVI2,False
172,1EW3,2.826,0.7066,Major allergen Equ c 1,ALLERGEN,OTHER,Q95182,False
173,1YG8,2.823,0.7058,ATP-dependent Clp protease proteolytic subunit,HYDROLASE,HYDROLASES,P0A6G9,False
174,2H08,3.519,0.7038,Ribose-phosphate pyrophosphokinase 1,TRANSFERASE,TRANSFERASES,P60891,False
175,3GRH,4.219,0.7032,Putative acyl-CoA thioester hydrolase ybhC,HYDROLASE,HYDROLASES,P46130,False
176,2OZB,4.209,0.7015,NHP2-like protein 1,RNA BINDING PROTEIN/RNA,OTHER,P55769,False
177,1C8V,4.188,0.698,Tryptophan synthase alpha chain,LYASE,LYASES,P00929,False
178,1N6B,3.49,0.6979,Cytochrome P450 2C5,OXIDOREDUCTASE,OXIDOREDUCTASES,P00179,False
179,2AFF,4.185,0.6974,Antigen KI-67,CELL CYCLE,OTHER,P46013,False
180,2RMG,2.783,0.6958,Urocortin-2,HORMONE,OTHER,UCN2_HUMAN,False
181,1XWR,3.477,0.6955,Regulatory protein CII,DNA BINDING PROTEIN,OTHER,P03042,False
182,2QQ8,4.17,0.6951,TBC1 domain family member 14,HYDROLASE ACTIVATOR,HYDROLASES,Q9P2M4,False
183,2VLG,4.17,0.695,Sporulation kinase A,TRANSFERASE,TRANSFERASES,P16497,False
184,3C7G,4.163,0.6938,Arabinoxylan arabinofuranohydrolase,HYDROLASE,HYDROLASES,Q45071,False
185,2AY0,3.468,0.6936,Bifunctional protein putA,DNA BINDING PROTEIN,OTHER,P09546,False
186,1B4U,4.161,0.6935,"Protocatechuate 4,5-dioxygenase alpha chain",DIOXYGENASE,OXIDOREDUCTASES,P22635,False
187,1IQ3,3.467,0.6934,RalBP1-associated Eps domain-containing protein 2,ENDOCYTOSIS/EXOCYTOSIS,OTHER,Q8NFH8,False
188,1QRJ,2.766,0.6915,Gag-Pro-Pol polyprotein,VIRAL PROTEIN,OTHER,P03362,False
189,2D2M,4.148,0.6914,Extracellular giant hemoglobin major globin subunit A1,OXYGEN STORAGE/TRANSPORT,OTHER,Q7M419,False
190,1FIZ,4.148,0.6913,Acrosin,HYDROLASE,HYDROLASES,P08001,False
191,2ZME,4.145,0.6908,Vacuolar-sorting protein SNF8,PROTEIN TRANSPORT,TRANSLOCASES,Q96H20,False
192,1N46,4.144,0.6906,Thyroid hormone receptor beta,TRANSCRIPTION,OTHER,P10828,False
193,2AQT,2.759,0.6898,Superoxide dismutase [Cu-Zn],OXIDOREDUCTASE,OXIDOREDUCTASES,Q59623,False
194,2EX8,4.133,0.6889,D-alanyl-D-alanine carboxypeptidase dacB,HYDROLASE,HYDROLASES,P24228,False
195,1AHS,4.121,0.6869,Core protein VP7,VIRAL PROTEIN,OTHER,P36325,False
196,1SI7,4.119,0.6864,tRNA pseudouridine synthase D,LYASE,LYASES,Q57261,False
197,1F5Z,4.114,0.6857,N-acetylneuraminate lyase,LYASE,LYASES,P44539,False
198,1CX1,4.105,0.6842,Endoglucanase C,HYDROLASE,HYDROLASES,P14090,False
199,1HYH,4.102,0.6837,L-2-hydroxyisocaproate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P14295,False
200,2IJA,4.1,0.6834,Arylamine N-acetyltransferase 1,TRANSFERASE,TRANSFERASES,ARY1_HUMAN,False
201,1QL6,4.1,0.6833,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform",KINASE (GLYCOGEN METABOLISM),TRANSFERASES,P00518,False
202,2GB5,4.093,0.6822,NADH pyrophosphatase,HYDROLASE,HYDROLASES,P32664,False
203,1SO0,3.395,0.679,Aldose 1-epimerase,ISOMERASE,ISOMERASES,Q96C23,False
204,1ULD,4.072,0.6787,Galectin-2,SUGAR BINDING PROTEIN,OTHER,Q9P4R8,False
205,1HYG,4.07,0.6783,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q60176,False
206,2QL6,5.409,0.6761,Nicotinamide riboside kinase 1,"SIGNALING PROTEIN,TRANSFERASE",TRANSFERASES,NRK1_HUMAN,False
207,3D47,3.376,0.6752,L-rhamnonate dehydratase,LYASE,LYASES,Q8ZNF9,False
208,1ZZG,2.7,0.675,Glucose-6-phosphate isomerase,ISOMERASE,ISOMERASES,Q5SLL6,False
209,1FRV,2.7,0.6749,Periplasmic [NiFe] hydrogenase small subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,P12943,False
210,1SKQ,2.691,0.6727,Elongation factor 1-alpha,TRANSLATION,TRANSLOCASES,P35021,False
211,1Q1L,5.37,0.6712,Chorismate synthase,LYASE,LYASES,O66493,False
212,2NMP,3.998,0.6663,Cystathionine gamma-lyase,LYASE,LYASES,P32929,False
213,1PVN,3.98,0.6633,Inosine-5-monophosphate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P50097,False
214,1MG6,3.314,0.6628,Phospholipase A2 homolog acutohaemolysin,HYDROLASE,HYDROLASES,O57385,False
215,1ZAG,3.972,0.6619,Zinc-alpha-2-glycoprotein,LIPID MOBILIZATION FACTOR,OTHER,ZA2G_HUMAN,False
216,1XJS,3.968,0.6614,NifU-like protein,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O32163,False
217,1LBM,3.302,0.6603,N-(5-phosphoribosyl)anthranilate isomerase,ISOMERASE,ISOMERASES,Q56320,False
218,1BCP,3.955,0.6591,Pertussis toxin subunit 1,TOXIN,OTHER,P04977,False
219,1AY5,3.294,0.6588,Aromatic-amino-acid aminotransferase,TRANSFERASE,TRANSFERASES,P95468,False
220,1B72,2.622,0.6555,Homeobox protein Hox-B1,PROTEIN/DNA,OTHER,HXB1_HUMAN,False
221,1U2C,3.931,0.6552,Dystroglycan,PROTEIN BINDING,OTHER,Q62165,False
222,2COP,2.612,0.653,Acyl-CoA-binding domain-containing protein 6,LIPID BINDING PROTEIN,OTHER,Q9BR61,False
223,2A98,5.209,0.6511,Inositol-trisphosphate 3-kinase C,TRANSFERASE,TRANSFERASES,Q96DU7,False
224,2J47,3.253,0.6506,O-GlcNAcase BT_4395,INHIBITOR,HYDROLASES,Q89ZI2,False
225,1IS2,2.598,0.6496,"Acyl-coenzyme A oxidase 1, peroxisomal",OXIDOREDUCTASE,OXIDOREDUCTASES,P07872,False
226,2F2F,3.892,0.6487,Cytolethal distending toxin subunit A,TOXIN,OTHER,O87120,False
227,1JK0,3.235,0.647,Ribonucleoside-diphosphate reductase small chain 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P09938,False
228,2K3R,3.869,0.6448,Ribonuclease P protein component 4,HYDROLASE,HYDROLASES,Q8U0H6,False
229,1M6J,3.869,0.6448,Triosephosphate isomerase,ISOMERASE,ISOMERASES,O02611,False
230,1J55,3.21,0.6421,Protein S100-P,METAL BINDING PROTEIN,OTHER,S100P_HUMAN,False
231,1US1,4.486,0.6408,Membrane primary amine oxidase,OXIDASE,OXIDOREDUCTASES,AOC3_HUMAN,False
