,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
28,1IBJ,2.559,0.6397,"Cystathionine beta-lyase, chloroplastic",LYASE,LYASES,P53780,False
29,3CKI,2.532,0.6329,ADAM 17,"Hydrolase, hydrolase inhibitor",HYDROLASES,ADA17_HUMAN,False
30,1KA9,2.491,0.6228,Imidazole glycerol phosphate synthase subunit hisF,TRANSFERASE,TRANSFERASES,Q7SIB9,False
31,1I3A,2.489,0.6224,Ribonuclease HII,HYDROLASE,HYDROLASES,O29634,False
32,1LRW,3.618,0.603,Methanol dehydrogenase subunit 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P12293,False
33,1BSL,2.994,0.5988,Alkanal monooxygenase beta chain,FLAVOPROTEIN,OXIDOREDUCTASES,P07739,False
34,1YPF,2.969,0.5938,GMP reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q81JJ9,False
35,2RAJ,2.942,0.5884,Sorting nexin-9,STRUCTURAL PROTEIN,OTHER,Q9Y5X1,False
36,1QOX,2.939,0.5877,Beta-glucosidase,HYDROLASE,HYDROLASES,Q03506,False
37,1NU9,2.938,0.5876,Prothrombin,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,THRB_HUMAN,False
38,2AWA,2.924,0.5847,DNA polymerase III subunit beta,TRANSFERASE,TRANSFERASES,O06672,False
39,1D6V,2.909,0.5817,Ig gamma-1 chain C region,IMMUNE SYSTEM,OTHER,P01857,False
40,1Y1U,2.892,0.5783,Signal transducer and activator of transcription 5A,SIGNALING PROTEIN,OTHER,P42230,False
41,1ORD,2.886,0.5771,"Ornithine decarboxylase, inducible",CARBOXY-LYASE,LYASES,P43099,False
42,2YWW,2.884,0.5768,Aspartate carbamoyltransferase regulatory chain,METAL BINDING PROTEIN,OTHER,Q58801,False
43,1YCD,2.881,0.5762,Family of serine hydrolases 1,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P38777,False
44,2HJS,2.871,0.5741,USG-1 protein homolog,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O87014,False
45,2V62,2.865,0.5729,Serine/threonine-protein kinase VRK2,TRANSFERASE,TRANSFERASES,VRK2_HUMAN,False
46,1VCP,2.862,0.5724,Structural polyprotein,VIRAL PROTEIN,OTHER,P03315,False
47,2CRA,2.859,0.5718,Homeobox protein Hox-B13,GENE REGULATION,OTHER,HXB13_HUMAN,False
48,2YS5,2.835,0.5671,ALK tyrosine kinase receptor,SIGNALING PROTEIN,OTHER,ALK_HUMAN,False
49,1RKS,2.824,0.5647,Ribokinase,TRANSFERASE,TRANSFERASES,P0A9J6,False
50,1LBM,2.821,0.5641,N-(5-phosphoribosyl)anthranilate isomerase,ISOMERASE,ISOMERASES,Q56320,False
51,1BWY,2.817,0.5635,"Fatty acid-binding protein, heart",LIPID BINDING PROTEIN,OTHER,P10790,False
52,1E51,2.814,0.5629,Delta-aminolevulinic acid dehydratase,LYASE,LYASES,HEM2_HUMAN,False
53,2Z6E,2.808,0.5616,Disheveled-associated activator of morphogenesis 1,PROTEIN FIBRIL REGULATOR,OTHER,Q9Y4D1,False
54,1Z0J,2.806,0.5613,Ras-related protein Rab-22A,PROTEIN TRANSPORT,TRANSLOCASES,P35285,False
55,3C2O,2.791,0.5583,Nicotinate-nucleotide pyrophosphorylase [carboxylating],TRANSFERASE,TRANSFERASES,P43619,False
56,2IX4,2.762,0.5525,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",TRANSFERASE,TRANSFERASES,Q8L3X9,False
57,1EM2,2.73,0.5459,StAR-related lipid transfer protein 3,LIPID BINDING PROTEIN,OTHER,Q14849,False
58,1ODH,2.73,0.5459,Chorion-specific transcription factor GCMa,TRANSCRIPTION FACTOR/DNA,OTHER,P70348,False
59,1V9S,2.704,0.5408,Uracil phosphoribosyltransferase,TRANSFERASE,TRANSFERASES,Q72J35,False
60,1NSL,2.137,0.5343,Putative ribosomal N-acetyltransferase ydaF,TRANSFERASE,TRANSFERASES,P96579,False
61,2FSF,2.661,0.5321,Protein translocase subunit secA,PROTEIN TRANSPORT,TRANSLOCASES,SECA_ECOLI,False
62,1QO5,2.656,0.5313,Fructose-bisphosphate aldolase B,LYASE,LYASES,ALDOB_HUMAN,False
63,1UV6,2.65,0.5299,Acetylcholine-binding protein,GLYCOPROTEIN,OTHER,P58154,False
64,1LNS,2.643,0.5287,Xaa-Pro dipeptidyl-peptidase,HYDROLASE,HYDROLASES,P22346,False
65,1URJ,2.621,0.5243,Major DNA-binding protein,DNA BINDING PROTEIN,OTHER,P04296,False
66,1WF8,2.998,0.4997,Neurabin-1,PROTEIN BINDING,OTHER,Q9ULJ8,False
67,1IQC,2.993,0.4989,Cytochrome c551 peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P55929,False
68,1BCP,2.99,0.4983,Pertussis toxin subunit 1,TOXIN,OTHER,P04977,False
69,1PUJ,2.982,0.4971,Ribosome biogenesis GTPase A,SIGNALING PROTEIN,OTHER,O31743,False
70,2YY8,2.982,0.4971,tRNA ribose 2-O-methyltransferase aTrm56,TRANSFERASE,TRANSFERASES,O58214,False
71,1VYH,2.975,0.4959,Platelet-activating factor acetylhydrolase IB subunit beta,HYDROLASE,HYDROLASES,PA1B2_HUMAN,False
72,2DVK,2.974,0.4956,UPF0130 protein APE_0816,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9YDV3,False
73,3GWJ,2.973,0.4954,Arylphorin,OXYGEN TRANSPORT,LIGASES,Q7Z1F8,False
74,2RMR,2.968,0.4947,Paired amphipathic helix protein Sin3a,TRANSCRIPTION,OTHER,Q60520,False
75,1W36,2.967,0.4944,Exodeoxyribonuclease V gamma chain,RECOMBINATION,HYDROLASES,P07648,False
76,3C72,2.966,0.4944,Geranylgeranyl transferase type-2 subunit alpha,TRANSFERASE,TRANSFERASES,Q08602,False
77,2F2F,2.964,0.494,Cytolethal distending toxin subunit A,TOXIN,OTHER,O87120,False
78,2F9D,2.961,0.4936,Pre-mRNA branch site protein p14,RNA BINDING PROTEIN,TRANSLOCASES,Q9Y3B4,False
79,3H1H,2.961,0.4935,Cytochrome b,OXIDOREDUCTASE,OXIDOREDUCTASES,P18946,False
80,1QL6,2.961,0.4935,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform",KINASE (GLYCOGEN METABOLISM),TRANSFERASES,P00518,False
81,1SI7,2.96,0.4933,tRNA pseudouridine synthase D,LYASE,LYASES,Q57261,False
82,1PVN,2.956,0.4927,Inosine-5-monophosphate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P50097,False
83,2NMP,2.954,0.4923,Cystathionine gamma-lyase,LYASE,LYASES,P32929,False
84,2A5S,2.953,0.4921,Glutamate [NMDA] receptor subunit epsilon-1,"METAL TRANSPORT,MEMBRANE PROTEIN",OTHER,Q00959,False
85,2EPI,2.951,0.4919,UPF0045 protein MJ1052,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q58452,False
86,2OHV,2.951,0.4919,Glutamate racemase,ISOMERASE,ISOMERASES,Q9A1B7,False
87,2QQ8,2.951,0.4918,TBC1 domain family member 14,HYDROLASE ACTIVATOR,HYDROLASES,Q9P2M4,False
88,1KU9,2.948,0.4914,DNA-binding protein MJ1563,DNA BINDING PROTEIN,OTHER,Q58958,False
89,2EJR,2.946,0.491,Lysine-specific histone demethylase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,LSD1_HUMAN,False
90,1F5Z,2.945,0.4908,N-acetylneuraminate lyase,LYASE,LYASES,P44539,False
91,2GB5,2.944,0.4907,NADH pyrophosphatase,HYDROLASE,HYDROLASES,P32664,False
92,1BQ4,2.943,0.4905,Phosphoglycerate mutase 1,ISOMERASE,ISOMERASES,P00950,False
93,3CDK,2.942,0.4903,Probable succinyl-Co,TRANSFERASE,TRANSFERASES,P42315,False
94,2NN6,2.94,0.4901,Exosome complex exonuclease RRP45,HYDROLASE/TRANSFERASE,HYDROLASES,Q06265,False
95,1ZAG,2.94,0.4901,Zinc-alpha-2-glycoprotein,LIPID MOBILIZATION FACTOR,OTHER,ZA2G_HUMAN,False
96,1J7X,2.938,0.4897,Retinol-binding protein 3,TRANSPORT PROTEIN,TRANSLOCASES,Q7SZI7,False
97,1TXK,2.932,0.4887,Glucans biosynthesis protein G,BIOSYNTHETIC PROTEIN,LIGASES,P33136,False
98,1R2J,2.931,0.4885,FkbI,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9KIE5,False
99,2K3R,2.929,0.4881,Ribonuclease P protein component 4,HYDROLASE,HYDROLASES,Q8U0H6,False
100,2RKJ,2.928,0.488,"Tyrosyl-tRNA synthetase, mitochondrial",Ligase/RNA,LIGASES,P12063,False
101,1XGE,2.926,0.4877,Dihydroorotase,HYDROLASE,HYDROLASES,P05020,False
102,1QE0,2.926,0.4876,Histidyl-tRNA synthetase,LIGASE,LIGASES,P60911,False
103,2B61,2.923,0.4871,Homoserine O-acetyltransferase,TRANSFERASE,TRANSFERASES,P45131,False
104,1R27,2.922,0.4871,Respiratory nitrate reductase 1 alpha chain,OXIDOREDUCTASE,OXIDOREDUCTASES,P09152,False
105,1YGH,2.916,0.486,Histone acetyltransferase GCN5,GENE REGULATION,OTHER,Q03330,False
106,1XJS,2.916,0.4859,NifU-like protein,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O32163,False
107,2Q2E,2.913,0.4855,Type II DNA topoisomerase VI subunit A,ISOMERASE,ISOMERASES,Q8PUB7,False
108,1MA1,2.913,0.4854,Superoxide dismutase [Fe],OXIDOREDUCTASE,OXIDOREDUCTASES,P18868,False
109,1HYG,2.909,0.4849,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q60176,False
110,1IDJ,2.909,0.4849,Pectin lyase A,LYASE,LYASES,Q01172,False
111,2O7C,2.904,0.4839,Methionine gamma-lyase,LYASE,LYASES,P13254,False
112,1YF6,2.902,0.4837,Reaction center protein H chain,PHOTOSYNTHESIS,OTHER,P0C0Y7,False
113,1FIZ,2.895,0.4824,Acrosin,HYDROLASE,HYDROLASES,P08001,False
114,1YIV,3.855,0.4819,Myelin P2 protein,LIPID TRANSPORT,TRANSLOCASES,P0C6G6,False
115,1P7O,2.889,0.4815,"Phospholipase A2, acidic 2",HYDROLASE,HYDROLASES,Q45Z29,False
116,1OVQ,2.887,0.4812,Putative Holliday junction resolvase,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0A8I1,False
117,2ENJ,2.887,0.4812,Protein kinase C theta type,TRANSFERASE,TRANSFERASES,KPCT_HUMAN,False
118,2Z3X,2.886,0.481,"Small, acid-soluble spore protein C",DNA BINDING PROTEIN/DNA,OTHER,P02958,False
119,2EJE,2.885,0.4808,General transcription factor II-I,TRANSCRIPTION,OTHER,P78347,False
120,1FSU,2.884,0.4807,Arylsulfatase B,HYDROLASE,HYDROLASES,ARSB_HUMAN,False
121,1W9C,2.879,0.4799,Exportin-1,NUCLEAR PROTEIN,OTHER,XPO1_HUMAN,False
122,3EPM,2.876,0.4794,Thiamine biosynthesis protein thiC,BIOSYNTHETIC PROTEIN,LIGASES,Q9A6Q5,False
123,1LNL,2.876,0.4793,Hemocyanin type 2 unit e,OXYGEN STORAGE/TRANSPORT,OTHER,P83040,False
124,1LPV,2.875,0.4791,Protein doublesex,TRANSCRIPTION,OTHER,P23023,False
125,1S70,2.872,0.4787,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,HYDROLASE,HYDROLASES,P62140,False
126,2A8E,2.872,0.4787,UPF0637 protein yktB,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q45498,False
127,1OYZ,2.871,0.4785,Protein yibA,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0ADK7,False
128,1WUU,2.864,0.4773,Galactokinase,TRANSFERASE,TRANSFERASES,GALK1_HUMAN,False
129,1VEG,2.861,0.4768,NEDD8 ultimate buster 1,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P54729,False
130,1QGK,2.854,0.4757,Importin subunit beta-1,TRANSPORT RECEPTOR,TRANSLOCASES,Q14974,False
131,1WNY,2.852,0.4753,Isoleucyl-tRNA synthetase,LIGASE,LIGASES,P56690,False
132,2QV6,2.85,0.475,GTP cyclohydrolase III,HYDROLASE,HYDROLASES,Q57609,False
133,2HMA,2.85,0.475,tRNA-specific 2-thiouridylase mnmA,TRANSFERASE,TRANSFERASES,Q97T38,False
134,2ZU6,2.844,0.474,Eukaryotic initiation factor 4A-I,HYDROLASE,HYDROLASES,P60842,False
135,1FI6,2.843,0.4738,RalBP1-associated Eps domain-containing protein 1,endocytosis/exocytosis,OTHER,O54916,False
136,1N46,2.832,0.4721,Thyroid hormone receptor beta,TRANSCRIPTION,OTHER,P10828,False
137,3HJB,2.832,0.472,Glucose-6-phosphate isomerase,ISOMERASE,ISOMERASES,Q9KUY4,False
138,1TU9,2.831,0.4719,Hypothetical protein,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9HX49,False
139,1QLB,2.828,0.4713,Fumarate reductase flavoprotein subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,P17412,False
140,1TO3,2.826,0.471,Uncharacterized aldolase yihT,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9L7R9,False
141,1PKX,2.818,0.4697,Bifunctional purine biosynthesis protein PURH,"TRANSFERASE, HYDROLASE",TRANSFERASES,PUR9_HUMAN,False
142,1RSO,2.817,0.4694,Disks large homolog 1,NEUROPEPTIDE/MEMBRANE PROTEIN,OTHER,Q62696,False
143,1XG0,2.816,0.4693,"Phycoerythrin alpha-3 chain, chloroplastic",PHOTOSYNTHESIS,OTHER,Q00433,False
144,1XA6,2.812,0.4686,Beta-chimaerin,SIGNALING PROTEIN,OTHER,P52757,False
145,3ENM,2.811,0.4685,Dual specificity mitogen-activated protein kinase kinase 6,TRANSFERASE,TRANSFERASES,P52564,False
146,1K20,2.81,0.4684,Probable manganese-dependent inorganic pyrophosphatase,HYDROLASE,HYDROLASES,P95765,False
147,1D5B,2.81,0.4684,Ig kappa chain C region,IMMUNE SYSTEM,OTHER,P01834,False
148,2SPO,2.802,0.4669,Myoglobin,OXYGEN STORAGE,OTHER,P02185,False
149,2D9W,2.801,0.4668,Docking protein 2,SIGNALING PROTEIN,OTHER,O60496,False
150,3BIX,2.8,0.4667,Neuroligin-1,CELL ADHESION,OTHER,Q62765,False
151,1TV5,2.797,0.4661,"Dihydroorotate dehydrogenase homolog, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,PYRD_PLAF7,False
152,1T90,2.796,0.466,Methylmalonate semialdehyde dehydrogenase [acylating],OXIDOREDUCTASE,OXIDOREDUCTASES,P42412,False
153,2CSW,2.795,0.4659,E3 ubiquitin-protein ligase RNF8,LIGASE,LIGASES,O76064,False
154,3CL5,2.794,0.4656,Hemagglutinin-esterase,HYDROLASE,HYDROLASES,P15776,False
155,1SNL,2.327,0.4653,Nucleobindin-1,METAL BINDING PROTEIN,OTHER,NUCB1_HUMAN,False
156,2AFF,2.785,0.4642,Antigen KI-67,CELL CYCLE,OTHER,P46013,False
157,1QWO,2.782,0.4636,3-phytase A,HYDROLASE,HYDROLASES,O00092,False
158,1HJ1,2.781,0.4636,Estrogen receptor beta,NUCLEAR RECEPTOR,OTHER,Q62986,False
159,1DDI,2.778,0.463,Sulfite reductase [NADPH] flavoprotein alpha-component,OXIDOREDUCTASE,OXIDOREDUCTASES,P38038,False
160,1MWW,3.699,0.4624,Uncharacterized protein HI1388.1,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O86237,False
161,1VKY,2.772,0.4621,S-adenosylmethionin,ISOMERASE,ISOMERASES,Q9WZ44,False
162,2Z7X,2.77,0.4617,Toll-like receptor 1,IMMUNE SYSTEM,OTHER,TLR1_HUMAN,False
163,2JPE,2.77,0.4617,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
164,1L3G,2.77,0.4616,Transcription factor MBP1,CELL CYCLE,OTHER,P39678,False
165,1JEY,2.769,0.4615,ATP-dependent DNA helicase 2 subunit 1,DNA BINDING PROTEIN/DNA,OTHER,P12956,False
166,1O6D,2.768,0.4614,Ribosomal RNA large subunit methyltransferase H,"Structural genomics, unknown function",OTHER,Q9WZU8,False
167,2OLS,2.765,0.4609,Phosphoenolpyruvate synthase,TRANSFERASE,TRANSFERASES,Q9K0I2,False
168,1IFW,2.761,0.4601,"Polyadenylate-binding protein, cytoplasmic and nuclear",RNA BINDING PROTEIN,TRANSLOCASES,P04147,False
169,1ZWJ,2.757,0.4595,Probable galactose-1-phosphate uridyl transferase,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9FK51,False
170,2BED,2.754,0.459,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,TRANSFERASE,TRANSFERASES,Q04631,False
171,2V4J,2.754,0.459,"Sulfite reductase, dissimilatory-type subunit alpha",OXIDOREDUCTASE,OXIDOREDUCTASES,P45574,False
172,1X9N,2.745,0.4574,DNA ligase 1,Ligase/DNA,LIGASES,DNLI1_HUMAN,False
173,1IYB,2.739,0.4565,Ribonuclease NW,HYDROLASE,HYDROLASES,Q7XZV5,False
174,1HYH,2.738,0.4563,L-2-hydroxyisocaproate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P14295,False
175,1IJY,2.732,0.4553,Frizzled-8,SIGNALING PROTEIN,OTHER,Q61091,False
176,2AK2,2.731,0.4551,"Adenylate kinase 2, mitochondrial",PHOSPHOTRANSFERASE,TRANSFERASES,P08166,False
177,1J5S,2.723,0.4538,Uronate isomerase,ISOMERASE,ISOMERASES,Q9WXR9,False
178,3FKU,2.72,0.4533,Hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,OTHER,Q6J8F6,False
179,1NY8,2.718,0.453,Uncharacterized protein yrbA,"Structural genomics, UNKNOWN FUNCTION",OTHER,P0A9W6,False
180,1VAC,2.265,0.453,"H-2 class I histocompatibility antigen, K-B alpha chain",COMPLEX (MHC I/PEPTIDE),OTHER,P01901,False
181,1FXK,2.711,0.4519,Prefoldin subunit beta,CHAPERONE,OTHER,O26774,False
182,2AYA,2.707,0.4511,DNA polymerase III subunit tau,TRANSFERASE,TRANSFERASES,P06710,False
183,1DOS,2.696,0.4493,Fructose-bisphosphate aldolase class 2,LYASE,LYASES,P0AB71,False
184,1G0B,2.693,0.4488,Hemoglobin subunit alpha,OXYGEN STORAGE/TRANSPORT,OTHER,P01958,False
185,1RPA,2.687,0.4479,Prostatic acid phosphatase,HYDROLASE(PHOSPHORIC MONOESTER),HYDROLASES,P20646,False
186,2P4B,2.675,0.4458,Sigma-E factor regulatory protein rseB,SIGNALING PROTEIN,OTHER,P0AFX9,False
187,2P39,2.673,0.4455,Fibroblast growth factor 23,SIGNALING PROTEIN,OTHER,Q9GZV9,False
188,1JT8,2.662,0.4437,Translation initiation factor 1A,TRANSLATION,TRANSLOCASES,Q57887,False
189,2Z5F,2.662,0.4436,Sulfotransferase family cytosolic 1B member 1,TRANSFERASE,TRANSFERASES,ST1B1_HUMAN,False
190,2FXT,2.652,0.442,Mitochondrial import inner membrane translocase subunit TIM44,PROTEIN TRANSPORT,TRANSLOCASES,Q01852,False
191,2A5H,2.652,0.442,"L-lysine 2,3-aminomutase",ISOMERASE,ISOMERASES,Q9XBQ8,False
192,1B49,2.652,0.4419,Deoxycytidylate 5-hydroxymethyltransferase,TRANSFERASE,TRANSFERASES,P08773,False
193,1AHS,2.651,0.4418,Core protein VP7,VIRAL PROTEIN,OTHER,P36325,False
194,1NEC,2.65,0.4416,Oxygen-insensitive NAD(P)H nitroreductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q01234,False
195,2I2L,2.649,0.4415,SPBc2 prophage-derived uncharacterized protein yopX,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O34401,False
196,1H7Y,2.64,0.4401,Translationally-controlled tumor protein homolog,TUMOR-ASSOCIATED PROTEIN,OTHER,Q10344,False
197,2UZF,2.62,0.4367,Naphthoate synthase,LYASE,LYASES,Q5HH38,False
198,1IMH,2.62,0.4367,Nuclear factor of activated T-cells 5,TRANSCRIPTION/DNA,OTHER,NFAT5_HUMAN,False
199,1IN7,2.603,0.4339,Holliday junction ATP-dependent DNA helicase ruvB,DNA BINDING PROTEIN,OTHER,Q56313,False
200,3EGL,5.632,0.4332,UPF0230 protein Cgl2349/cg2579,"structural genomics, unknown function",OTHER,Q8NN60,False
201,2YSD,2.599,0.4332,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",PROTEIN BINDING,OTHER,Q96QZ7,False
202,1K8D,2.599,0.4332,"H-2 class I histocompatibility antigen, Q7 alpha chain",IMMUNE SYSTEM,OTHER,P14429,False
203,2FIQ,2.595,0.4324,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ",TRANSFERASE,TRANSFERASES,Q8X7H4,False
204,2BJH,3.022,0.4318,Feruloyl esterase A,HYDROLASE,HYDROLASES,O42807,False
205,1YQO,2.578,0.4297,Bifunctional P-450/NADPH-P450 reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P14779,False
206,2QXX,3.43,0.4287,Deoxycytidine triphosphate deaminase,HYDROLASE,HYDROLASES,O07247,False
207,2DMY,2.571,0.4286,Spermatid perinuclear RNA-binding protein,RNA BINDING PROTEIN,TRANSLOCASES,Q96SI9,False
208,3GLB,2.996,0.428,HTH-type transcriptional regulator catM,TRANSCRIPTION,OTHER,P07774,False
209,1ZDE,2.995,0.4279,DNA polymerase III subunit alpha,TRANSFERASE,TRANSFERASES,P74750,False
210,3C5K,2.994,0.4278,Histone deacetylase 6,HYDROLASE,HYDROLASES,HDAC6_HUMAN,False
211,1K5G,3.422,0.4277,GTP-binding nuclear protein Ran,SIGNALING PROTEIN/SIGNALING ACTIVATOR,HYDROLASES,RAN_HUMAN,False
212,1UF2,2.991,0.4273,Major 114 kDa structural protein,VIRUS,OTHER,P22472,False
213,2RF4,2.989,0.427,DNA-directed RNA polymerase I subunit RPA43,TRANSFERASE,TRANSFERASES,P46669,False
214,1UGR,2.987,0.4267,Cobalt-containing nitrile hydratase subunit alpha,LYASE,LYASES,Q7SID2,False
215,3ESW,2.134,0.4267,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,HYDROLASE,HYDROLASES,Q02890,False
216,1EGA,2.984,0.4263,GTP-binding protein era,HYDROLASE,HYDROLASES,P06616,False
217,2VE7,2.982,0.426,Kinetochore protein NDC80 homolog,CELL CYCLE,OTHER,O14777,False
218,1J9A,2.981,0.4259,Oligoribonuclease,HYDROLASE,HYDROLASES,P45340,False
219,2Z2N,2.979,0.4256,Virginiamycin B lyase,LYASE,LYASES,P17978,False
220,2NZT,2.977,0.4253,Hexokinase-2,TRANSFERASE,TRANSFERASES,HXK2_HUMAN,False
221,1KAR,2.975,0.4251,Histidinol dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P06988,False
222,1LWD,2.55,0.425,"Isocitrate dehydrogenase [NADP], mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P33198,False
223,1GND,2.974,0.4249,Rab GDP dissociation inhibitor alpha,GTPASE ACTIVATION,OTHER,P21856,False
224,1BQ6,2.974,0.4249,Chalcone synthase 2,TRANSFERASE,TRANSFERASES,P30074,False
225,2PH4,2.973,0.4248,Phospholipase A2 homolog zhaoermiatoxin,TOXIN,OTHER,P84776,False
226,2R55,2.972,0.4246,StAR-related lipid transfer protein 5,TRANSPORT PROTEIN,TRANSLOCASES,Q9NSY2,False
227,1JX1,2.548,0.4246,Chalcone--flavonone isomerase 1,ISOMERASE,ISOMERASES,P28012,False
228,2DO1,2.97,0.4243,SAP domain-containing ribonucleoprotein,GENE REGULATION,OTHER,P82979,False
229,1R19,2.969,0.4242,Serine-aspartate repeat-containing protein G,CELL ADHESION,OTHER,Q9KI13,False
230,1T6L,2.967,0.4239,DNA polymerase processivity factor,REPLICATION,LIGASES,P16790,False
