,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
22,2BTY,4.468,0.8937,Acetylglutamate kinase,TRANSFERASE,TRANSFERASES,Q9X2A4,False
23,1L0V,4.468,0.8936,Fumarate reductase flavoprotein subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,FRDA_ECOLI,False
24,1ORD,4.466,0.8931,"Ornithine decarboxylase, inducible",CARBOXY-LYASE,LYASES,P43099,False
25,1M0T,4.465,0.893,Glutathione synthetase,LIGASE,LIGASES,Q08220,False
26,1ONF,4.465,0.8929,Glutathione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q94655,False
27,2F8N,4.462,0.8925,Histone H3.2,STRUCTURAL PROTEIN/DNA,OTHER,P84233,False
28,2QBY,4.461,0.8923,Cell division control protein 6 homolog 1,REPLICATION/DNA,OTHER,Q980N4,False
29,3DF0,4.457,0.8914,Calpain-2 catalytic subunit,HYDROLASE,HYDROLASES,Q07009,False
30,1W2W,4.454,0.8909,Methylthioribose-1-phosphate isomerase,ISOMERASE,ISOMERASES,Q06489,False
31,3IBV,4.45,0.8901,Exportin-T,RNA BINDING PROTEIN,TRANSLOCASES,O94258,False
32,2ZSI,4.447,0.8893,Probable gibberellin receptor GID1L1,Hormone Receptor,OTHER,Q9MAA7,False
33,2ET1,4.446,0.8892,Oxalate oxidase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P45850,False
34,1DC1,4.445,0.8891,Type-2 restriction enzyme BsoBI,HYDROLASE/DNA,HYDROLASES,P70985,False
35,1HM9,4.444,0.8887,Bifunctional protein glmU,TRANSFERASE,TRANSFERASES,Q97R46,False
36,1UKF,5.331,0.8886,Cysteine protease avirulence protein avrPphB,HYDROLASE,HYDROLASES,Q52430,False
37,1YF6,4.443,0.8886,Reaction center protein H chain,PHOTOSYNTHESIS,OTHER,P0C0Y7,False
38,2IVX,4.442,0.8885,Cyclin-T2,NUCLEAR PROTEIN,OTHER,CCNT2_HUMAN,False
39,1VJH,4.441,0.8881,Uncharacterized protein At1g24000,PLANT PROTEIN,OTHER,P0C0B0,False
40,1JYV,4.436,0.8873,Beta-galactosidase,HYDROLASE,HYDROLASES,P00722,False
41,1SO0,4.436,0.8873,Aldose 1-epimerase,ISOMERASE,ISOMERASES,Q96C23,False
42,2VIG,4.436,0.8872,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P16219,False
43,3EAP,4.436,0.8871,Rho GTPase-activating protein 11A,hydrolase activator,HYDROLASES,Q6P4F7,False
44,1B8H,4.434,0.8868,DNA polymerase processivity component,TRANSFERASE,TRANSFERASES,O80164,False
45,2GFP,4.429,0.8858,Multidrug resistance protein D,MEMBRANE PROTEIN,TRANSLOCASES,P31442,False
46,2F2B,4.428,0.8857,Aquaporin aqpM,MEMBRANE PROTEIN,TRANSLOCASES,Q9C4Z5,False
47,1V9S,4.424,0.8849,Uracil phosphoribosyltransferase,TRANSFERASE,TRANSFERASES,Q72J35,False
48,1GGT,4.422,0.8843,Coagulation factor XIII A chain,BLOOD COAGULATION,TRANSFERASES,F13A_HUMAN,False
49,1PJS,4.421,0.8843,Siroheme synthase,TRANSFERASE/OXIDOREDUCTASE/LYASE,TRANSFERASES,P25924,False
50,1NU9,4.421,0.8841,Prothrombin,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,THRB_HUMAN,False
51,1B0A,4.417,0.8833,Bifunctional protein folD,"OXIDOREDUCTASE,HYDROLASE",OXIDOREDUCTASES,P24186,False
52,2DK2,4.416,0.8831,Heterogeneous nuclear ribonucleoprotein R,GENE REGULATION,OTHER,O43390,False
53,1GGZ,4.415,0.883,Calmodulin-like protein 3,METAL BINDING PROTEIN,OTHER,P27482,False
54,2DGU,4.415,0.883,Heterogeneous nuclear ribonucleoprotein Q,RNA BINDING PROTEIN,TRANSLOCASES,O60506,False
55,1YPF,4.415,0.883,GMP reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q81JJ9,False
56,2ES0,4.409,0.8818,Regulator of G-protein signaling 6,SIGNALING PROTEIN,OTHER,RGS6_HUMAN,False
57,3FSL,4.407,0.8813,Aromatic-amino-acid aminotransferase,TRANSFERASE,TRANSFERASES,P04693,False
58,2P54,4.395,0.879,Peroxisome proliferator-activated receptor alpha,TRANSCRIPTION,OTHER,PPARA_HUMAN,False
59,1P15,4.392,0.8784,Receptor-type tyrosine-protein phosphatase alpha,HYDROLASE,HYDROLASES,P18052,False
60,2YXR,4.391,0.8783,Preprotein translocase subunit secY,PROTEIN TRANSPORT,TRANSLOCASES,Q60175,False
61,2H63,4.382,0.8763,Biliverdin reductase A,OXIDOREDUCTASE,OXIDOREDUCTASES,P53004,False
62,2E9Q,4.381,0.8761,11S globulin subunit beta,PLANT PROTEIN,OTHER,P13744,False
63,3CLH,4.378,0.8757,3-dehydroquinate synthase,LYASE,LYASES,P56081,False
64,1JIL,4.377,0.8754,Tyrosyl-tRNA synthetase,LIGASE,LIGASES,A6QHR2,False
65,1SFK,4.377,0.8753,Genome polyprotein,VIRAL PROTEIN,OTHER,P14335,False
66,1PUL,4.375,0.875,TPPP family protein C32E8.3,"structural genomics, unknown function",OTHER,P91127,False
67,2OS6,4.369,0.8738,Rho guanine nucleotide exchange factor 12,CELL ADHESION,OTHER,ARHGC_HUMAN,False
68,1W07,4.369,0.8738,"Acyl-coenzyme A oxidase 1, peroxisomal",OXIDOREDUCTASE,OXIDOREDUCTASES,O65202,False
69,1H3B,4.368,0.8735,Squalene--hopene cyclase,ISOMERASE,ISOMERASES,P33247,False
70,3EXA,4.366,0.8732,tRNA Delta(2)-isopentenylpyrophosphate transferase,TRANSFERASE,TRANSFERASES,Q9KAC3,False
71,1PHN,4.356,0.8713,C-phycocyanin alpha chain,ELECTRON TRANSPORT,OXIDOREDUCTASES,P00306,False
72,2VFR,4.356,0.8713,Probable xylitol oxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9ZBU1,False
73,1R8U,4.356,0.8711,Cbp/p300-interacting transactivator 2,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,OTHER,CITE2_HUMAN,False
74,3CH6,4.356,0.8711,Corticosteroid 11-beta-dehydrogenase isozyme 1,OXIDOREDUCTASE,OXIDOREDUCTASES,DHI1_HUMAN,False
75,1VRN,4.352,0.8705,Photosynthetic reaction center cytochrome c subunit,PHOTOSYNTHESIS,OTHER,P07173,False
76,1X65,5.221,0.8701,Cold shock domain-containing protein E1,RNA BINDING PROTEIN,TRANSLOCASES,O75534,False
77,1VAC,4.346,0.8693,"H-2 class I histocompatibility antigen, K-B alpha chain",COMPLEX (MHC I/PEPTIDE),OTHER,P01901,False
78,2AU3,4.344,0.8688,DNA primase,TRANSFERASE,TRANSFERASES,O67465,False
79,2DLD,4.342,0.8683,D-lactate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P30901,False
80,3BCH,4.335,0.8669,40S ribosomal protein SA,"CELL ADHESION, RIBOSOMAL PROTEIN",OTHER,P08865,False
81,1NY9,4.323,0.8647,HTH-type transcriptional activator tipA,TRANSCRIPTION,OTHER,P0A4T9,False
82,2GJ3,4.319,0.8638,Nitrogen fixation regulatory protein,TRANSFERASE,TRANSFERASES,P30663,False
83,1AR1,4.304,0.8608,Cytochrome c oxidase subunit 1-beta,COMPLEX (OXIDOREDUCTASE/ANTIBODY),OXIDOREDUCTASES,P98002,False
84,1CPC,4.302,0.8605,C-phycocyanin-1 alpha chain,LIGHT HARVESTING PROTEIN,OTHER,P07122,False
85,3C2O,4.289,0.8578,Nicotinate-nucleotide pyrophosphorylase [carboxylating],TRANSFERASE,TRANSFERASES,P43619,False
86,2GJX,4.288,0.8576,Beta-hexosaminidase subunit alpha,HYDROLASE,HYDROLASES,P06865,False
87,3GVI,4.283,0.8566,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q2YLR9,False
88,1GZQ,4.279,0.8559,T-cell surface glycoprotein CD1b,GLYCOPROTEIN,OTHER,CD1B_HUMAN,False
89,2JPE,5.135,0.8558,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
90,1XQP,4.279,0.8558,N-glycosylase/DNA lyase,LYASE,LYASES,Q8ZVK6,False
91,1WDE,4.277,0.8554,Probable diphthine synthase,TRANSFERASE,TRANSFERASES,Q9YDI2,False
92,1RVZ,4.271,0.8543,Hemagglutinin,VIRAL PROTEIN,OTHER,P03452,False
93,1O9K,4.271,0.8542,Transcription factor E2F1,APOPTOSIS,OTHER,E2F1_HUMAN,False
94,1ZTE,4.268,0.8535,"Superoxide dismutase [Mn], mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P04179,False
95,2AY0,4.266,0.8533,Bifunctional protein putA,DNA BINDING PROTEIN,OTHER,P09546,False
96,1ZP2,4.259,0.8518,RNA polymerase II holoenzyme cyclin-like subunit,Transcription/Cell Cycle,TRANSFERASES,O94503,False
97,1XDO,4.231,0.8463,Polyphosphate kinase,TRANSFERASE,TRANSFERASES,P0A7B1,False
98,2RAW,4.225,0.845,Baculoviral IAP repeat-containing protein 5,CELL CYCLE,OTHER,BIRC5_HUMAN,False
99,1YC9,4.222,0.8444,"Multidrug resistance protein, putative",MEMBRANE PROTEIN,TRANSLOCASES,Q9KS51,False
100,1JEY,4.219,0.8438,ATP-dependent DNA helicase 2 subunit 1,DNA BINDING PROTEIN/DNA,OTHER,P12956,False
101,1WJT,5.026,0.8376,Transcription elongation factor A protein 3,TRANSCRIPTION,OTHER,P23881,False
102,2HYD,5.013,0.8355,Putative multidrug export ATP-binding/permease protein SAV1866,TRANSPORT PROTEIN,TRANSLOCASES,Q99T13,False
103,2JUL,5.013,0.8354,Calsenilin,DNA BINDING PROTEIN,OTHER,Q9QXT8,False
104,2AAO,5.011,0.8351,Calcium-dependent protein kinase 1,TRANSFERASE,TRANSFERASES,Q06850,False
105,2SPO,4.942,0.8237,Myoglobin,OXYGEN STORAGE,OTHER,P02185,False
106,1FDY,4.915,0.8191,N-acetylneuraminate lyase,LYASE,LYASES,P0A6L4,False
107,2GK9,4.883,0.8138,Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma,TRANSFERASE,TRANSFERASES,Q8TBX8,False
108,2QXL,5.656,0.808,Heat shock protein homolog SSE1,CHAPERONE,OTHER,P32589,False
109,1B4U,4.8,0.8,"Protocatechuate 4,5-dioxygenase alpha chain",DIOXYGENASE,OXIDOREDUCTASES,P22635,False
110,3DH4,4.798,0.7996,Sodium/glucose cotransporter,TRANSPORT PROTEIN,TRANSLOCASES,SGLT_VIBPA,False
111,3B9K,5.588,0.7983,T-cell surface glycoprotein CD8 alpha chain,IMMUNE SYSTEM,OTHER,P01731,False
112,2QL6,6.379,0.7974,Nicotinamide riboside kinase 1,"SIGNALING PROTEIN,TRANSFERASE",TRANSFERASES,NRK1_HUMAN,False
113,1UD1,5.496,0.7852,Glycinin G1,PLANT PROTEIN,OTHER,P04776,False
114,1K8G,4.688,0.7813,Telomere-binding protein subunit alpha,DNA BINDING PROTEIN/DNA,OTHER,P29549,False
115,1U63,5.439,0.777,50S ribosomal protein L1P,TRANSCRIPTION/RNA,OTHER,P54050,False
116,1UVX,5.426,0.7751,Globin LI637,OXYGEN STORAGE/TRANSPORT,OTHER,Q08753,False
117,1TWU,4.649,0.7748,Uncharacterized protein yycE,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P37479,False
118,1EGA,5.4,0.7714,GTP-binding protein era,HYDROLASE,HYDROLASES,P06616,False
119,1PRX,5.369,0.767,Peroxiredoxin-6,ANTIOXIDANT,OXIDOREDUCTASES,P30041,False
120,1S0W,4.537,0.7561,Beta-lactamase TEM,HYDROLASE,HYDROLASES,P62594,False
121,2FRX,5.277,0.7539,Ribosomal RNA small subunit methyltransferase F,TRANSFERASE,TRANSFERASES,P76273,False
122,2BDR,5.265,0.7522,Ureidoglycolate hydrolase,HYDROLASE,HYDROLASES,P59285,False
123,1J9A,5.26,0.7514,Oligoribonuclease,HYDROLASE,HYDROLASES,P45340,False
124,2GSQ,4.496,0.7494,Glutathione S-transferase,TRANSFERASE,TRANSFERASES,P46088,False
125,1QX4,4.496,0.7493,NADH-cytochrome b5 reductase 3,OXIDOREDUCTASE,OXIDOREDUCTASES,P20070,False
126,2G2R,4.494,0.749,Ig heavy chain Mem5,IMMUNE SYSTEM,OTHER,P84751,False
127,2RFA,4.494,0.7489,Transient receptor potential cation channel subfamily V member 6,MEMBRANE PROTEIN,TRANSLOCASES,Q91WD2,False
128,2KA5,4.493,0.7488,Putative anti-sigma factor antagonist TM_1081,"structural genomics, unknown function",OTHER,Q9X0H0,False
129,2P63,4.488,0.748,Cell division control protein 4,CELL CYCLE,OTHER,P07834,False
130,2A7W,4.488,0.748,Phosphoribosyl-ATP pyrophosphatase,HYDROLASE,HYDROLASES,Q7P0E6,False
131,2QNC,4.486,0.7476,Recombination endonuclease VII,Hydrolase/DNA,HYDROLASES,P13340,False
132,2GNX,4.484,0.7473,UPF0536 protein C12orf66 homolog,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q6P1I3,False
133,1HYH,4.482,0.7471,L-2-hydroxyisocaproate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P14295,False
134,1BH9,4.482,0.747,Transcription initiation factor TFIID subunit 13,TRANSCRIPTION REGULATION COMPLEX,OTHER,Q15543,False
135,1CO6,4.48,0.7467,Cytochrome c2,ELECTRON TRANSPORT,OXIDOREDUCTASES,P00083,False
136,2OHV,4.475,0.7458,Glutamate racemase,ISOMERASE,ISOMERASES,Q9A1B7,False
137,2BUD,4.473,0.7455,Males-absent on the first protein,TRANSFERASE,TRANSFERASES,O02193,False
138,1YHN,4.473,0.7454,Ras-related protein Rab-7a,PROTEIN TRANSPORT,TRANSLOCASES,P51149,False
139,1P4T,4.472,0.7454,Surface protein A,MEMBRANE PROTEIN,TRANSLOCASES,Q9RP17,False
140,1WOC,4.472,0.7453,Primosomal replication protein n,DNA BINDING PROTEIN,OTHER,P07013,False
141,3E7O,4.471,0.7452,Mitogen-activated protein kinase 9,TRANSFERASE,TRANSFERASES,MK09_HUMAN,False
142,1XVP,4.47,0.745,Nuclear receptor subfamily 1 group I member 3,DNA BINDING PROTEIN,OTHER,NR1I3_HUMAN,False
143,1H99,4.47,0.7449,Transcription antiterminator licT,TRANSCRIPTIONAL ANTITERMINATOR,OTHER,P39805,False
144,1TO6,4.468,0.7447,Glycerate kinase,TRANSFERASE,TRANSFERASES,P57098,False
145,2YU4,4.467,0.7445,E3 SUMO-protein ligase NSE2,APOPTOSIS,OTHER,Q96MF7,False
146,2RKJ,4.467,0.7445,"Tyrosyl-tRNA synthetase, mitochondrial",Ligase/RNA,LIGASES,P12063,False
147,3CPJ,4.465,0.7442,GTP-binding protein YPT31/YPT8,PROTEIN TRANSPORT,TRANSLOCASES,P38555,False
148,2QBV,4.465,0.7441,Uncharacterized protein Rv0948c/MT0975,ISOMERASE,ISOMERASES,P64767,False
149,2F3I,4.462,0.7437,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",TRANSFERASE,TRANSFERASES,P52434,False
150,1K8D,4.461,0.7435,"H-2 class I histocompatibility antigen, Q7 alpha chain",IMMUNE SYSTEM,OTHER,P14429,False
151,1D5B,4.458,0.7431,Ig kappa chain C region,IMMUNE SYSTEM,OTHER,P01834,False
152,2CE4,4.455,0.7425,Superoxide dismutase [Mn],OXIDOREDUCTASE,OXIDOREDUCTASES,Q9RUV2,False
153,2GUX,4.454,0.7424,Griffithsin,SUGAR BINDING PROTEIN,OTHER,P84801,False
154,2A7S,4.454,0.7423,Probable propionyl-CoA carboxylase beta chain 5,LIGASE,LIGASES,P96885,False
155,3DOF,4.449,0.7415,ADP-ribosylation factor-like protein 2,SIGNALING PROTEIN/HYDROLASE,HYDROLASES,P36404,False
156,3CSK,4.448,0.7413,Probable dipeptidyl-peptidase 3,HYDROLASE,HYDROLASES,Q08225,False
157,1K9K,4.442,0.7404,Protein S100-A6,SIGNALING PROTEIN,OTHER,S10A6_HUMAN,False
158,2VOF,5.182,0.7403,Bcl-2-related protein A1,APOPTOSIS,OTHER,Q07440,False
159,1V1F,4.442,0.7403,Calcineurin B-like protein 4,SIGNALLING PROTEIN,OTHER,O81223,False
160,1HTY,4.442,0.7403,Alpha-mannosidase 2,HYDROLASE,HYDROLASES,Q24451,False
161,1AHJ,4.442,0.7403,Nitrile hydratase subunit alpha,LYASE,LYASES,P13448,False
162,2CCY,4.441,0.7401,Cytochrome c,ELECTRON TRANSPORT (HEME PROTEIN),OXIDOREDUCTASES,P00152,False
163,1F0O,4.441,0.7401,Type-2 restriction enzyme PvuII,hydrolase/DNA,HYDROLASES,P23657,False
164,1IGW,4.438,0.7396,Isocitrate lyase,LYASE,LYASES,P0A9G6,False
165,3EPM,4.437,0.7395,Thiamine biosynthesis protein thiC,BIOSYNTHETIC PROTEIN,LIGASES,Q9A6Q5,False
166,1QCB,4.433,0.7389,"Heat-labile enterotoxin IIB, B chain",ENTEROTOXIN,OTHER,P43529,False
167,1PUJ,4.43,0.7384,Ribosome biogenesis GTPase A,SIGNALING PROTEIN,OTHER,O31743,False
168,2D3O,4.43,0.7384,Trigger factor,RIBOSOME,OTHER,Q9RT21,False
169,1RSO,4.43,0.7384,Disks large homolog 1,NEUROPEPTIDE/MEMBRANE PROTEIN,OTHER,Q62696,False
170,2RAJ,4.43,0.7384,Sorting nexin-9,STRUCTURAL PROTEIN,OTHER,Q9Y5X1,False
171,3EWB,4.43,0.7383,2-isopropylmalate synthase,TRANSFERASE,TRANSFERASES,Q71Y35,False
172,2I7T,4.43,0.7383,Cleavage and polyadenylation specificity factor subunit 3,"HYDROLASE, RNA BINDING PROTEIN",HYDROLASES,CPSF3_HUMAN,False
173,2QV6,4.426,0.7377,GTP cyclohydrolase III,HYDROLASE,HYDROLASES,Q57609,False
174,2CZY,4.425,0.7375,Paired amphipathic helix protein Sin3b,GENE REGULATION,OTHER,Q62141,False
175,2I2L,4.424,0.7373,SPBc2 prophage-derived uncharacterized protein yopX,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O34401,False
176,1MJ3,4.423,0.7372,"Enoyl-CoA hydratase, mitochondrial",LYASE,LYASES,P14604,False
177,2Z3X,4.42,0.7366,"Small, acid-soluble spore protein C",DNA BINDING PROTEIN/DNA,OTHER,P02958,False
178,1ASE,4.42,0.7366,Aspartate aminotransferase,AMINOTRANSFERASE,TRANSFERASES,P00509,False
179,1K1G,4.419,0.7366,Splicing factor 1,GENE REGULATION/RNA,OTHER,Q15637,False
180,1H9T,4.419,0.7366,Fatty acid metabolism regulator protein,TRANSCRIPTIONAL REGULATION,OTHER,P0A8V6,False
181,1KU9,4.419,0.7365,DNA-binding protein MJ1563,DNA BINDING PROTEIN,OTHER,Q58958,False
182,2W4O,4.418,0.7364,Calcium/calmodulin-dependent protein kinase type IV,TRANSFERASE,TRANSFERASES,Q16566,False
183,2E74,5.151,0.7359,Cytochrome b6,PHOTOSYNTHESIS,OTHER,P83791,False
184,1LRW,4.415,0.7359,Methanol dehydrogenase subunit 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P12293,False
185,2BJ3,4.411,0.7352,Putative nickel-responsive regulator,TRANSCRIPTION,OTHER,O58316,False
186,1S9C,4.411,0.7352,Peroxisomal multifunctional enzyme type 2,LYASE,LYASES,P51659,False
187,1VHN,4.409,0.7349,Hypothetical protein,"Structural genomics, unknown function",OTHER,Q9WXV1,False
188,1ZAG,4.408,0.7346,Zinc-alpha-2-glycoprotein,LIPID MOBILIZATION FACTOR,OTHER,ZA2G_HUMAN,False
189,2F66,4.407,0.7346,Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease,TRANSPORT PROTEIN,TRANSLOCASES,P25604,False
190,1KLX,4.406,0.7343,Beta-lactamase hcpB,HYDROLASE,HYDROLASES,O25103,False
191,1K8T,4.405,0.7341,Calmodulin-sensitive adenylate cyclase,"TOXIN,LYASE",TRANSFERASES,P40136,False
192,2GBP,4.401,0.7335,D-galactose-binding periplasmic protein precursor,PERIPLASMIC BINDING PROTEIN,OTHER,P0AEE5,False
193,1X5N,4.4,0.7334,Harmonin,STRUCTURAL PROTEIN,OTHER,Q9Y6N9,False
194,2I62,4.398,0.733,Nicotinamide N-methyltransferase,TRANSFERASE,TRANSFERASES,O55239,False
195,2IKQ,4.397,0.7329,Ubiquitin-associated and SH3 domain-containing protein B,"SIGNALING PROTEIN, IMMUNE SYSTEM",LIGASES,Q8BGG7,False
196,2FXT,4.397,0.7328,Mitochondrial import inner membrane translocase subunit TIM44,PROTEIN TRANSPORT,TRANSLOCASES,Q01852,False
197,2YT7,4.397,0.7328,Amyloid beta A4 precursor protein-binding family A member 3,PROTEIN TRANSPORT,TRANSLOCASES,O96018,False
198,2IF2,4.395,0.7326,Dephospho-CoA kinase,TRANSFERASE,TRANSFERASES,O67792,False
199,1XAP,4.395,0.7325,Retinoic acid receptor beta,TRANSCRIPTION,OTHER,RARB_HUMAN,False
200,3CDK,4.394,0.7324,Probable succinyl-Co,TRANSFERASE,TRANSFERASES,P42315,False
201,1CZ5,4.393,0.7322,VCP-like ATPase,HYDROLASE,HYDROLASES,O05209,False
202,1WXR,5.855,0.7319,Hemoglobin-binding protease hbp,HYDROLASE,HYDROLASES,O88093,False
203,1VYH,4.39,0.7317,Platelet-activating factor acetylhydrolase IB subunit beta,HYDROLASE,HYDROLASES,PA1B2_HUMAN,False
204,1ML8,4.389,0.7314,Protein yhfA,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0ADX3,False
205,3HJB,4.388,0.7313,Glucose-6-phosphate isomerase,ISOMERASE,ISOMERASES,Q9KUY4,False
206,3HBX,4.384,0.7307,Glutamate decarboxylase 1,LYASE,LYASES,Q42521,False
207,2CB2,4.384,0.7306,Sulfur oxygenase/reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P29082,False
208,3DRA,4.383,0.7305,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,TRANSFERASE,TRANSFERASES,Q9Y765,False
209,3E7G,5.108,0.7297,"Nitric oxide synthase, inducible",OXIDOREDUCTASE,OXIDOREDUCTASES,P35228,False
210,2EX8,4.378,0.7296,D-alanyl-D-alanine carboxypeptidase dacB,HYDROLASE,HYDROLASES,P24228,False
211,1RIP,5.103,0.729,30S ribosomal protein S17,RIBOSOMAL PROTEIN,OTHER,P23828,False
212,1XVI,4.37,0.7284,Putative mannosyl-3-phosphoglycerate phosphatase,HYDROLASE,HYDROLASES,P76329,False
213,2QKD,4.37,0.7283,Zinc finger protein ZPR1,"SIGNALING PROTEIN, CELL CYCLE",OTHER,Q62384,False
214,1QE0,4.37,0.7283,Histidyl-tRNA synthetase,LIGASE,LIGASES,P60911,False
215,1TG6,4.369,0.7282,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial",HYDROLASE,HYDROLASES,CLPP_HUMAN,False
216,2CY3,4.368,0.728,"Cytochrome c3, 13 kDa",ELECTRON TRANSPORT (HEME PROTEIN),OXIDOREDUCTASES,P00136,False
217,1C8V,4.366,0.7276,Tryptophan synthase alpha chain,LYASE,LYASES,P00929,False
218,3A0H,4.365,0.7276,Photosystem Q(B) protein,ELECTRON TRANSPORT,OXIDOREDUCTASES,P51765,False
219,1OY1,4.358,0.7263,Enhancing lycopene biosynthesis protein 2,"UNKNOWN FUNCTION, STRUCTURAL GENOMICS",OTHER,P0ABU5,False
220,1TO3,4.357,0.7261,Uncharacterized aldolase yihT,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9L7R9,False
221,2P06,4.354,0.7256,Uncharacterized protein AF_0060,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,O30176,False
222,1POC,4.35,0.7251,Phospholipase A2,HYDROLASE,HYDROLASES,P00630,False
223,3H2Z,4.35,0.725,Mannitol-1-phosphate 5-dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q83PQ0,False
224,1J7U,4.347,0.7245,Aminoglycoside 3-phosphotransferase,TRANSFERASE,TRANSFERASES,P0A3Y5,False
225,1NS6,5.793,0.7241,Hemoglobin subunit alpha,OXYGEN STORAGE/TRANSPORT,OTHER,P01958,False
226,2VAS,4.343,0.7238,Myosin-VI,MOTOR PROTEIN,TRANSLOCASES,Q29122,False
227,3DL2,4.342,0.7236,Ubiquitin-conjugating enzyme E2 variant 3,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q8IX04,False
228,1GK9,4.341,0.7234,Penicillin G acylase,ANTIBIOTIC RESISTANCE,HYDROLASES,P06875,False
