,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
134,3FQD,2.558,0.5117,5-3 exoribonuclease 2,HYDROLASE/PROTEIN BINDING,HYDROLASES,P40848,False
135,3C5K,3.575,0.5107,Histone deacetylase 6,HYDROLASE,HYDROLASES,HDAC6_HUMAN,False
136,2HMN,2.542,0.5083,"Naphthalene 1,2-dioxygenase subunit alpha",OXIDOREDUCTASE,OXIDOREDUCTASES,P0A111,False
137,3G0Z,2.523,0.5047,Poly(A) ribonuclease pop2,"Hydrolase, Gene Regulation",HYDROLASES,O74856,False
138,3EPM,2.987,0.4978,Thiamine biosynthesis protein thiC,BIOSYNTHETIC PROTEIN,LIGASES,Q9A6Q5,False
139,2GJ3,2.48,0.496,Nitrogen fixation regulatory protein,TRANSFERASE,TRANSFERASES,P30663,False
140,1B0A,2.476,0.4951,Bifunctional protein folD,"OXIDOREDUCTASE,HYDROLASE",OXIDOREDUCTASES,P24186,False
141,2BTY,2.469,0.4938,Acetylglutamate kinase,TRANSFERASE,TRANSFERASES,Q9X2A4,False
142,3IBV,2.469,0.4938,Exportin-T,RNA BINDING PROTEIN,TRANSLOCASES,O94258,False
143,3BOA,2.469,0.4937,Protein disulfide-isomerase,ISOMERASE,ISOMERASES,P17967,False
144,2CH5,2.467,0.4934,N-acetyl-D-glucosamine kinase,TRANSFERASE,TRANSFERASES,Q9UJ70,False
145,1FI6,2.467,0.4934,RalBP1-associated Eps domain-containing protein 1,endocytosis/exocytosis,OTHER,O54916,False
146,2OHV,2.959,0.4932,Glutamate racemase,ISOMERASE,ISOMERASES,Q9A1B7,False
147,1TNQ,2.465,0.4931,"Troponin C, skeletal muscle",CALCIUM-BINDING PROTEIN,OTHER,P02588,False
148,1WRU,2.958,0.493,Baseplate protein,STRUCTURAL PROTEIN,OTHER,P08558,False
149,2CE4,2.958,0.493,Superoxide dismutase [Mn],OXIDOREDUCTASE,OXIDOREDUCTASES,Q9RUV2,False
150,3G9K,2.465,0.4929,Capsule biosynthesis protein capD,HYDROLASE,HYDROLASES,Q51693,False
151,3BZ6,2.464,0.4928,UPF0502 protein PSPTO_2686,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q882E2,False
152,1BQ4,2.949,0.4915,Phosphoglycerate mutase 1,ISOMERASE,ISOMERASES,P00950,False
153,2QBY,2.457,0.4914,Cell division control protein 6 homolog 1,REPLICATION/DNA,OTHER,Q980N4,False
154,1KVO,2.453,0.4906,"Phospholipase A2, membrane associated",HYDROLASE,HYDROLASES,P14555,False
155,2FBW,2.449,0.4899,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,Q9YHT1,False
156,2F3I,2.937,0.4895,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",TRANSFERASE,TRANSFERASES,P52434,False
157,1PUJ,2.934,0.489,Ribosome biogenesis GTPase A,SIGNALING PROTEIN,OTHER,O31743,False
158,1PKX,2.445,0.489,Bifunctional purine biosynthesis protein PURH,"TRANSFERASE, HYDROLASE",TRANSFERASES,PUR9_HUMAN,False
159,1XVV,2.445,0.489,Crotonobetainyl-CoA:carnitine CoA-transferase,TRANSFERASE,TRANSFERASES,P31572,False
160,3CRW,2.444,0.4888,ATP-dependent DNA helicase Saci_0192,HYDROLASE,HYDROLASES,Q4JC68,False
161,2JPE,2.93,0.4883,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
162,1ODH,2.441,0.4883,Chorion-specific transcription factor GCMa,TRANSCRIPTION FACTOR/DNA,OTHER,P70348,False
163,3DF0,2.44,0.488,Calpain-2 catalytic subunit,HYDROLASE,HYDROLASES,Q07009,False
164,2ES0,2.44,0.488,Regulator of G-protein signaling 6,SIGNALING PROTEIN,OTHER,RGS6_HUMAN,False
165,1G31,2.43,0.4861,Capsid assembly protein Gp31,CHAPERONE,OTHER,P17313,False
166,1YIV,3.888,0.486,Myelin P2 protein,LIPID TRANSPORT,TRANSLOCASES,P0C6G6,False
167,1L0V,2.428,0.4856,Fumarate reductase flavoprotein subunit,OXIDOREDUCTASE,OXIDOREDUCTASES,FRDA_ECOLI,False
168,1EZR,2.426,0.4851,Inosine-uridine preferring nucleoside hydrolase,HYDROLASE,HYDROLASES,P83851,True
169,3E7O,2.91,0.485,Mitogen-activated protein kinase 9,TRANSFERASE,TRANSFERASES,MK09_HUMAN,False
170,1NA6,2.425,0.4849,Type-2 restriction enzyme EcoRII,HYDROLASE,HYDROLASES,P14633,False
171,1R8U,2.42,0.484,Cbp/p300-interacting transactivator 2,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,OTHER,CITE2_HUMAN,False
172,1IQC,2.9,0.4834,Cytochrome c551 peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P55929,False
173,2OS6,2.417,0.4834,Rho guanine nucleotide exchange factor 12,CELL ADHESION,OTHER,ARHGC_HUMAN,False
174,1XES,2.417,0.4833,Dihydropinosylvin synthase,TRANSFERASE,TRANSFERASES,Q02323,False
175,2ENJ,2.897,0.4828,Protein kinase C theta type,TRANSFERASE,TRANSFERASES,KPCT_HUMAN,False
176,1NSH,2.414,0.4828,Protein S100-A11,METAL BINDING PROTEIN,OTHER,P24480,False
177,1ZTE,2.41,0.4821,"Superoxide dismutase [Mn], mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P04179,False
178,1VYH,2.888,0.4813,Platelet-activating factor acetylhydrolase IB subunit beta,HYDROLASE,HYDROLASES,PA1B2_HUMAN,False
179,2QKD,2.88,0.48,Zinc finger protein ZPR1,"SIGNALING PROTEIN, CELL CYCLE",OTHER,Q62384,False
180,1S70,2.879,0.4798,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,HYDROLASE,HYDROLASES,P62140,False
181,1WIN,2.399,0.4797,Flotillin-2,CELL ADHESION,OTHER,Q60634,False
182,1ONF,2.395,0.4789,Glutathione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q94655,False
183,1VF5,2.394,0.4787,Cytochrome b6,PHOTOSYNTHESIS,OTHER,P83791,False
184,3B6X,2.392,0.4784,General odorant-binding protein lush,TRANSPORT PROTEIN,TRANSLOCASES,O02372,False
185,2TPR,2.38,0.476,Trypanothione reductase,OXIDOREDUCTASE,OXIDOREDUCTASES,P39040,True
186,1BSL,2.378,0.4755,Alkanal monooxygenase beta chain,FLAVOPROTEIN,OXIDOREDUCTASES,P07739,False
187,1AUR,2.376,0.4751,Carboxylesterase 2,HYDROLASE,HYDROLASES,Q53547,False
188,2P1Q,2.375,0.475,SKP1-like protein 1A,SIGNALING PROTEIN,OTHER,Q39255,False
189,3EAP,2.371,0.4742,Rho GTPase-activating protein 11A,hydrolase activator,HYDROLASES,Q6P4F7,False
190,1OVQ,2.843,0.4739,Putative Holliday junction resolvase,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P0A8I1,False
191,3GH8,2.369,0.4738,Iodotyrosine dehalogenase 1,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9DCX8,False
192,1WEX,2.366,0.4732,Heterogeneous nuclear ribonucleoprotein L-like,RNA BINDING PROTEIN,TRANSLOCASES,Q921F4,False
193,2E9Q,2.361,0.4722,11S globulin subunit beta,PLANT PROTEIN,OTHER,P13744,False
194,2RM4,2.356,0.4711,Enhancer of mRNA-decapping protein 3,PROTEIN BINDING,OTHER,Q9VVI2,False
195,2H08,2.346,0.4692,Ribose-phosphate pyrophosphokinase 1,TRANSFERASE,TRANSFERASES,P60891,False
196,3GRH,2.813,0.4688,Putative acyl-CoA thioester hydrolase ybhC,HYDROLASE,HYDROLASES,P46130,False
197,2OZB,2.806,0.4677,NHP2-like protein 1,RNA BINDING PROTEIN/RNA,OTHER,P55769,False
198,1TNO,2.793,0.4655,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,TRANSFERASE,TRANSFERASES,Q04631,False
199,1C8V,2.792,0.4654,Tryptophan synthase alpha chain,LYASE,LYASES,P00929,False
200,1N6B,2.326,0.4653,Cytochrome P450 2C5,OXIDOREDUCTASE,OXIDOREDUCTASES,P00179,False
201,2AFF,2.79,0.465,Antigen KI-67,CELL CYCLE,OTHER,P46013,False
202,1XWR,2.318,0.4636,Regulatory protein CII,DNA BINDING PROTEIN,OTHER,P03042,False
203,2QQ8,2.78,0.4634,TBC1 domain family member 14,HYDROLASE ACTIVATOR,HYDROLASES,Q9P2M4,False
204,2VLG,2.78,0.4633,Sporulation kinase A,TRANSFERASE,TRANSFERASES,P16497,False
205,3C7G,2.775,0.4625,Arabinoxylan arabinofuranohydrolase,HYDROLASE,HYDROLASES,Q45071,False
206,1B4U,2.774,0.4624,"Protocatechuate 4,5-dioxygenase alpha chain",DIOXYGENASE,OXIDOREDUCTASES,P22635,False
207,2AY0,2.312,0.4624,Bifunctional protein putA,DNA BINDING PROTEIN,OTHER,P09546,False
208,1IQ3,2.311,0.4622,RalBP1-associated Eps domain-containing protein 2,ENDOCYTOSIS/EXOCYTOSIS,OTHER,Q8NFH8,False
209,2D2M,2.766,0.4609,Extracellular giant hemoglobin major globin subunit A1,OXYGEN STORAGE/TRANSPORT,OTHER,Q7M419,False
210,1FIZ,2.765,0.4609,Acrosin,HYDROLASE,HYDROLASES,P08001,False
211,2ZME,2.763,0.4605,Vacuolar-sorting protein SNF8,PROTEIN TRANSPORT,TRANSLOCASES,Q96H20,False
212,1N46,2.762,0.4604,Thyroid hormone receptor beta,TRANSCRIPTION,OTHER,P10828,False
213,2EX8,2.756,0.4593,D-alanyl-D-alanine carboxypeptidase dacB,HYDROLASE,HYDROLASES,P24228,False
214,1AHS,2.748,0.4579,Core protein VP7,VIRAL PROTEIN,OTHER,P36325,False
215,1SI7,2.746,0.4576,tRNA pseudouridine synthase D,LYASE,LYASES,Q57261,False
216,1F5Z,2.743,0.4572,N-acetylneuraminate lyase,LYASE,LYASES,P44539,False
217,1CX1,2.737,0.4561,Endoglucanase C,HYDROLASE,HYDROLASES,P14090,False
218,1HYH,2.735,0.4558,L-2-hydroxyisocaproate dehydrogenase,OXIDOREDUCTASE (CHOH(D)-NAD+(A)),OXIDOREDUCTASES,P14295,False
219,2IJA,2.734,0.4556,Arylamine N-acetyltransferase 1,TRANSFERASE,TRANSFERASES,ARY1_HUMAN,False
220,1QL6,2.733,0.4555,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform",KINASE (GLYCOGEN METABOLISM),TRANSFERASES,P00518,False
221,2GB5,2.729,0.4548,NADH pyrophosphatase,HYDROLASE,HYDROLASES,P32664,False
222,1SO0,2.263,0.4527,Aldose 1-epimerase,ISOMERASE,ISOMERASES,Q96C23,False
223,1ULD,2.715,0.4525,Galectin-2,SUGAR BINDING PROTEIN,OTHER,Q9P4R8,False
224,1HYG,2.713,0.4522,Malate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q60176,False
225,2QL6,3.606,0.4507,Nicotinamide riboside kinase 1,"SIGNALING PROTEIN,TRANSFERASE",TRANSFERASES,NRK1_HUMAN,False
226,3D47,2.251,0.4502,L-rhamnonate dehydratase,LYASE,LYASES,Q8ZNF9,False
227,1Q1L,3.58,0.4475,Chorismate synthase,LYASE,LYASES,O66493,False
228,2NMP,2.665,0.4442,Cystathionine gamma-lyase,LYASE,LYASES,P32929,False
229,1PVN,2.653,0.4422,Inosine-5-monophosphate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P50097,False
230,1MG6,2.209,0.4419,Phospholipase A2 homolog acutohaemolysin,HYDROLASE,HYDROLASES,O57385,False
231,1ZAG,2.648,0.4413,Zinc-alpha-2-glycoprotein,LIPID MOBILIZATION FACTOR,OTHER,ZA2G_HUMAN,False
