,Id,Fit,Norm Fit,Name,Keywords,Class,UNIPROT,Trypanosomatida
33,2YSD,2.787,0.4645,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",PROTEIN BINDING,OTHER,Q96QZ7,False
34,1J7X,2.783,0.4638,Retinol-binding protein 3,TRANSPORT PROTEIN,TRANSLOCASES,Q7SZI7,False
35,1P7O,2.781,0.4635,"Phospholipase A2, acidic 2",HYDROLASE,HYDROLASES,Q45Z29,False
36,2JPE,2.777,0.4628,Nuclear inhibitor of protein phosphatase 1,TRANSCRIPTION,OTHER,Q8R3G1,False
37,1XA6,2.728,0.4547,Beta-chimaerin,SIGNALING PROTEIN,OTHER,P52757,False
38,2CSW,2.702,0.4503,E3 ubiquitin-protein ligase RNF8,LIGASE,LIGASES,O76064,False
39,1LNL,2.702,0.4503,Hemocyanin type 2 unit e,OXYGEN STORAGE/TRANSPORT,OTHER,P83040,False
40,1S70,2.668,0.4446,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,HYDROLASE,HYDROLASES,P62140,False
41,2Z7X,2.646,0.441,Toll-like receptor 1,IMMUNE SYSTEM,OTHER,TLR1_HUMAN,False
42,1IMH,2.644,0.4407,Nuclear factor of activated T-cells 5,TRANSCRIPTION/DNA,OTHER,NFAT5_HUMAN,False
43,1B49,2.566,0.4277,Deoxycytidylate 5-hydroxymethyltransferase,TRANSFERASE,TRANSFERASES,P08773,False
44,2DMY,2.549,0.4248,Spermatid perinuclear RNA-binding protein,RNA BINDING PROTEIN,TRANSLOCASES,Q96SI9,False
45,1VYH,2.538,0.423,Platelet-activating factor acetylhydrolase IB subunit beta,HYDROLASE,HYDROLASES,PA1B2_HUMAN,False
46,2HH8,2.958,0.4226,Uncharacterized protein ydfO,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,P76156,False
47,1XPO,2.934,0.4192,Transcription termination factor rho,TRANSCRIPTION/RNA,OTHER,P0AG30,False
48,3BW8,2.929,0.4184,Mono-ADP-ribosyltransferase C3,TRANSFERASE,TRANSFERASES,Q46134,False
49,2GB5,2.508,0.418,NADH pyrophosphatase,HYDROLASE,HYDROLASES,P32664,False
50,2YQI,2.925,0.4179,High mobility group protein B3,TRANSCRIPTION,OTHER,HMGB3_HUMAN,False
51,2JWY,2.92,0.4172,Uncharacterized lipoprotein yajI,LIPOPROTEIN,OTHER,P46122,False
52,1OR7,2.909,0.4156,RNA polymerase sigma-E factor,TRANSCRIPTION,OTHER,P0AGB6,False
53,1OHE,2.903,0.4148,Dual specificity protein phosphatase CDC14B,HYDROLASE,HYDROLASES,O60729,False
54,1BQ6,2.895,0.4135,Chalcone synthase 2,TRANSFERASE,TRANSFERASES,P30074,False
55,1QCB,2.471,0.4119,"Heat-labile enterotoxin IIB, B chain",ENTEROTOXIN,OTHER,P43529,False
56,1TU9,2.465,0.4109,Hypothetical protein,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9HX49,False
57,1WI3,2.845,0.4064,DNA-binding protein SATB2,DNA BINDING PROTEIN,OTHER,SATB2_HUMAN,False
58,1YA0,2.832,0.4046,Protein SMG7,SIGNALING PROTEIN,OTHER,Q92540,False
59,1LWD,2.427,0.4045,"Isocitrate dehydrogenase [NADP], mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P33198,False
60,1A9W,2.828,0.404,Hemoglobin subunit alpha,OXYGEN TRANSPORT,LIGASES,HBA_HUMAN,False
61,1UWA,2.808,0.4011,Ribulose bisphosphate carboxylase large chain,LYASE,LYASES,P00877,False
62,1JE5,2.796,0.3994,Helix-destabilizing protein,DNA BINDING PROTEIN,OTHER,P03696,False
63,1MJ4,2.785,0.3979,"Sulfite oxidase, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P51687,False
64,2Z2N,2.784,0.3977,Virginiamycin B lyase,LYASE,LYASES,P17978,False
65,2H2U,2.782,0.3974,Soluble calcium-activated nucleotidase 1,HYDROLASE,HYDROLASES,Q8WVQ1,False
66,1V8B,2.781,0.3972,Adenosylhomocysteinase,HYDROLASE,HYDROLASES,P50250,False
67,2NZT,2.776,0.3965,Hexokinase-2,TRANSFERASE,TRANSFERASES,HXK2_HUMAN,False
68,2AGJ,2.77,0.3957,Ig mu chain C region,IMMUNE SYSTEM,OTHER,P01871,False
69,1LMZ,2.756,0.3938,DNA-3-methyladenine glycosylase 1,HYDROLASE,HYDROLASES,P05100,False
70,2IUK,2.75,0.3929,Seed lipoxygenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P24095,False
71,3C5K,2.739,0.3913,Histone deacetylase 6,HYDROLASE,HYDROLASES,HDAC6_HUMAN,False
72,1FIY,3.879,0.3879,Phosphoenolpyruvate carboxylase,COMPLEX (LYASE/INHIBITOR),LYASES,P00864,False
73,1UD1,2.715,0.3878,Glycinin G1,PLANT PROTEIN,OTHER,P04776,False
74,2C7Y,2.701,0.3859,"3-ketoacyl-CoA thiolase 2, peroxisomal",TRANSFERASE,TRANSFERASES,Q56WD9,False
75,1NJF,2.31,0.385,DNA polymerase III subunit tau,TRANSFERASE,TRANSFERASES,P06710,False
76,1UYQ,2.3,0.3833,Beta-glucosidase A,HYDROLASE,HYDROLASES,P22073,False
77,1SQ1,2.682,0.3832,Chorismate synthase,LYASE,LYASES,Q9PM41,False
78,3E7G,2.667,0.381,"Nitric oxide synthase, inducible",OXIDOREDUCTASE,OXIDOREDUCTASES,P35228,False
79,1IPK,2.275,0.3792,"Beta-conglycinin, beta chain",SUGAR BINDING PROTEIN,OTHER,P25974,False
80,2HI7,2.652,0.3789,Thio,OXIDOREDUCTASE,OXIDOREDUCTASES,P0AEG4,False
81,1EMY,3.757,0.3757,Myoglobin,OXYGEN TRANSPORT,LIGASES,P02186,False
82,1ZAG,2.243,0.3738,Zinc-alpha-2-glycoprotein,LIPID MOBILIZATION FACTOR,OTHER,ZA2G_HUMAN,False
83,1VIM,2.98,0.3725,Hypothetical protein AF_1796,"Structural genomics, unknown function",OTHER,O28478,False
84,1H21,2.972,0.3715,Split-Soret cytochrome c,CYTOCHROME,OXIDOREDUCTASES,P81040,False
85,1YIV,2.971,0.3714,Myelin P2 protein,LIPID TRANSPORT,TRANSLOCASES,P0C6G6,False
86,1IAU,2.59,0.37,Granzyme B,HYDROLASE/HYDROLASE INHIBITOR,HYDROLASES,GRAB_HUMAN,False
87,2DTG,2.584,0.3692,Insulin receptor,ERROR try this entry again,OTHER,INSR_HUMAN,False
88,1P7G,2.953,0.3691,Superoxide dismutase [Fe],OXIDOREDUCTASE,OXIDOREDUCTASES,O93724,False
89,1N2C,2.949,0.3687,Nitrogenase molybdenum-iron protein alpha chain,COMPLEX OF NITROGENASE PROTEINS,OXIDOREDUCTASES,P07328,False
90,1Z2C,2.938,0.3673,Rho-related GTP-binding protein RhoC,SIGNALING PROTEIN,OTHER,P08134,False
91,1FPP,2.936,0.3669,Protein farnesyltransferase subunit beta,PRENYLTRANSFERASE,TRANSFERASES,Q02293,False
92,1NBA,2.932,0.3665,N-carbamoylsarcosine amidase,HYDROLASE(IN LINEAR AMIDES),HYDROLASES,P32400,False
93,3IBV,2.194,0.3656,Exportin-T,RNA BINDING PROTEIN,TRANSLOCASES,O94258,False
94,1ON9,2.921,0.3652,Methylmalonyl-CoA carboxyltransferase 12S subunit,TRANSFERASE,TRANSFERASES,Q8GBW6,False
95,1MIU,2.909,0.3636,Breast cancer type 2 susceptibility protein homolog,GENE REGULATION/ANTITUMOR PROTEIN,OTHER,P97929,False
96,2JBP,2.89,0.3613,MAP kinase-activated protein kinase 2,TRANSFERASE,TRANSFERASES,P49137,False
97,2VZ6,2.887,0.3609,Calcium/calmodulin-dependent protein kinase type II alpha chain,TRANSFERASE,TRANSFERASES,KCC2A_HUMAN,False
98,1SKQ,2.886,0.3608,Elongation factor 1-alpha,TRANSLATION,TRANSLOCASES,P35021,False
99,1S31,2.5,0.3571,Tubby protein,SIGNALING PROTEIN,OTHER,P50586,False
100,3B46,2.853,0.3566,Probable kynurenine--oxoglutarate transaminase BNA3,TRANSFERASE,TRANSFERASES,P47039,False
101,3B9P,2.848,0.356,Spastin,HYDROLASE,HYDROLASES,Q8I0P1,False
102,1K77,2.845,0.3556,Protein ygbM,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q46891,False
103,2VWT,3.199,0.3554,2-keto-3-deoxy-L-rhamnonate aldolase,LYASE,LYASES,P76469,False
104,1ZNO,2.843,0.3553,UPF0244 protein VC_0702,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q9KU27,False
105,1YKW,2.843,0.3553,Ribulose bisphosphate carboxylase-like protein,UNKNOWN FUNCTION,OTHER,Q8KBL4,False
106,1J3X,2.485,0.3549,High mobility group protein B2,DNA BINDING PROTEIN,OTHER,P17741,False
107,2J8W,3.193,0.3548,Cytochrome c,ELECTRON TRANSPORT,OXIDOREDUCTASES,P00142,False
108,2EEC,2.835,0.3544,Filamin-B,STRUCTURAL PROTEIN,OTHER,O75369,False
109,1Y4J,2.816,0.352,Sulfatase-modifying factor 2,SUGAR BINDING PROTEIN,OTHER,Q8NBJ7,False
110,1D5Y,2.811,0.3513,Right origin-binding protein,transcription/DNA,OTHER,P0ACI0,False
111,2BAS,2.439,0.3484,Uncharacterized EAL-domain containing protein ykuI,SIGNALING PROTEIN,OTHER,O35014,False
112,2H6A,2.786,0.3482,Metallo-beta-lactamase L1,HYDROLASE,HYDROLASES,P52700,False
113,2OH4,2.773,0.3467,Vascular endothelial growth factor receptor 2,TRANSFERASE,TRANSFERASES,P35968,False
114,2G7H,2.769,0.3461,Methylated-DNA--protein-cysteine methyltransferase,TRANSFERASE,TRANSFERASES,Q58924,False
115,3FR8,2.74,0.3425,"Ketol-acid reductoisomerase, chloroplastic",OXIDOREDUCTASE,OXIDOREDUCTASES,Q65XK0,False
116,1K5G,2.722,0.3402,GTP-binding nuclear protein Ran,SIGNALING PROTEIN/SIGNALING ACTIVATOR,HYDROLASES,RAN_HUMAN,False
117,1L5J,2.716,0.3395,Aconitate hydratase 2,LYASE,LYASES,P36683,False
118,2VL6,8.82,0.3392,Minichromosome maintenance protein MCM,DNA BINDING PROTEIN,OTHER,Q9UXG1,False
119,1NOX,2.702,0.3377,NADH dehydrogenase,FLAVOENZYME,OXIDOREDUCTASES,Q60049,False
120,2CU0,2.682,0.3353,Inosine-5-monophosphate dehydrogenase,OXIDOREDUCTASE,OXIDOREDUCTASES,O58045,False
121,1FFT,2.344,0.3349,Ubiquinol oxidase subunit 1,OXIDOREDUCTASE,OXIDOREDUCTASES,P0ABI8,False
122,1X9I,2.977,0.3308,Bifunctional phosphoglucose/phosphomannose isomerase,ISOMERASE,ISOMERASES,Q8ZWV0,False
123,3CM0,2.643,0.3303,Adenylate kinase,TRANSFERASE,TRANSFERASES,Q5SHQ9,False
124,1N97,2.969,0.3299,Cytochrome P450,ELECTRON TRANSPORT,OXIDOREDUCTASES,Q746J6,False
125,1JH6,3.621,0.3291,Cyclic phosphodiesterase,HYDROLASE,HYDROLASES,O04147,False
126,1W36,2.294,0.3278,Exodeoxyribonuclease V gamma chain,RECOMBINATION,HYDROLASES,P07648,False
127,1F3U,2.95,0.3277,General transcription factor IIF subunit 2,TRANSCRIPTION,OTHER,P13984,False
128,1XA8,2.945,0.3272,Glutathione-dependent formaldehyde-activating enzyme,LYASE,LYASES,Q51669,False
129,3DIN,2.609,0.3262,Protein translocase subunit secA,"MEMBRANE PROTEIN, PROTEIN TRANSPORT",TRANSLOCASES,Q9X1R4,False
130,2A9E,2.928,0.3253,Catalase,OXIDOREDUCTASE,OXIDOREDUCTASES,P77872,False
131,2NQ5,2.928,0.3253,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,TRANSFERASE,TRANSFERASES,Q8CWX6,False
132,1IQ3,2.922,0.3246,RalBP1-associated Eps domain-containing protein 2,ENDOCYTOSIS/EXOCYTOSIS,OTHER,Q8NFH8,False
133,2P0M,2.596,0.3245,Arachidonate 15-lipoxygenase,OXIDOREDUCTASE,OXIDOREDUCTASES,P12530,False
134,2OYN,2.27,0.3243,Riboflavin kinase,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q60365,False
135,2PUJ,2.918,0.3242,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",HYDROLASE,HYDROLASES,P47229,False
136,3CU7,2.917,0.3242,Complement C5,IMMUNE SYSTEM,OTHER,P01031,False
137,2QNC,2.268,0.3239,Recombination endonuclease VII,Hydrolase/DNA,HYDROLASES,P13340,False
138,2BH5,2.583,0.3229,Cytochrome c-550,ELECTRON TRANSFER,OXIDOREDUCTASES,Q00499,False
139,3BLV,2.905,0.3228,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial",OXIDOREDUCTASE,OXIDOREDUCTASES,P28834,False
140,2BU7,2.897,0.3219,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial",TRANSFERASE,TRANSFERASES,PDK2_HUMAN,False
141,1E6Y,2.895,0.3217,Methyl-coenzyme M reductase subunit alpha,OXIDOREDUCTASE,OXIDOREDUCTASES,P07962,False
142,2HB6,2.893,0.3214,Leucine aminopeptidase 1,HYDROLASE,HYDROLASES,P34629,False
143,1OHY,2.889,0.321,"4-aminobutyrate aminotransferase, mitochondrial",TRANSFERASE,TRANSFERASES,P80404,False
144,1O75,2.887,0.3208,47 kDa membrane antigen,LIPOPROTEINULLNTIGEN,OTHER,P29723,False
145,1TU8,3.519,0.32,Glutathione S-transferase 2,TRANSFERASE,TRANSFERASES,P46427,False
146,1JJX,2.868,0.3187,"Fatty acid-binding protein, brain",LIPID BINDING PROTEIN,OTHER,FABP7_HUMAN,False
147,2ESV,2.868,0.3186,"HLA class I histocompatibility antigen, alpha chain E",IMMUNE SYSTEM,OTHER,HLAE_HUMAN,False
148,1VIP,2.867,0.3185,Phospholipase A2 RVV-VD,HYDROLASE,HYDROLASES,P81458,False
149,1TQP,2.856,0.3173,RIO-type serine/threonine-protein kinase Rio2,RIBOSOME,OTHER,O30245,False
150,2HHK,2.853,0.317,Reaction center protein H chain,PHOTOSYNTHESIS/MEMBRANE PROTEIN,OTHER,P0C0Y7,False
151,3BSZ,2.852,0.3169,Transthyretin,TRANSPORT PROTEIN/IMMUNE SYSTEM,OTHER,P02766,False
152,1JDL,2.851,0.3167,Cytochrome c2 iso-2,ELECTRON TRANSPORT,OXIDOREDUCTASES,P81154,False
153,1HLB,2.835,0.315,"Globin C, coelomic",OXYGEN TRANSPORT,LIGASES,P80018,False
154,1HSR,3.775,0.3146,Peroxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P28313,False
155,2Q7D,2.81,0.3123,Inositol-tetrakisphosphate 1-kinase,TRANSFERASE,TRANSFERASES,Q13572,False
156,2IFY,2.498,0.3123,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",ISOMERASE,ISOMERASES,Q81X77,False
157,1Z3Z,2.807,0.3119,"2,2-dialkylglycine decarboxylase",LYASE,LYASES,P16932,False
158,1N60,2.804,0.3116,Carbon monoxide dehydrogenase small chain,OXIDOREDUCTASE,OXIDOREDUCTASES,P19921,False
159,1ZT7,2.799,0.311,"H-2 class I histocompatibility antigen, K-K alpha chain",IMMUNE SYSTEM,OTHER,P04223,False
160,2YWH,2.798,0.3109,GTP-binding protein lepA,TRANSLATION,TRANSLOCASES,O67618,False
161,3E3L,3.108,0.3108,"Glycogen phosphorylase, muscle form",TRANSFERASE,TRANSFERASES,P00489,False
162,1X6G,2.797,0.3108,Megakaryocyte-associated tyrosine-protein kinase,SIGNALING PROTEIN,OTHER,MATK_HUMAN,False
163,1YY3,2.787,0.3096,S-adenosylmethionin,ISOMERASE,ISOMERASES,O32054,False
164,2CKZ,2.784,0.3094,DNA-directed RNA polymerase III subunit RPC9,TRANSFERASE,TRANSFERASES,P47076,False
165,2BXG,2.465,0.3081,Serum albumin,TRANSPORT PROTEIN,TRANSLOCASES,ALBU_HUMAN,False
166,1VD3,2.456,0.3071,RNase NGR3,HYDROLASE,HYDROLASES,Q9SSV1,False
167,1ID3,2.762,0.3068,Histone H3,STRUCTURAL PROTEIN/DNA,OTHER,P61830,False
168,1DVH,2.758,0.3065,Cytochrome c-553,ELECTRON TRANSPORT,OXIDOREDUCTASES,P04032,False
169,1N8W,2.145,0.3065,Malate synthase G,LYASE,LYASES,P0A5J4,False
170,1WDM,2.753,0.3059,Fatty acid oxidation complex subunit alpha,"LYASE,OXIDOREDUCTASE/TRANSFERASE",OXIDOREDUCTASES,P28793,False
171,1LFG,2.426,0.3033,Lactotransferrin,TRANSFERRIN,TRANSFERASES,TRFL_HUMAN,False
172,1P9P,2.729,0.3032,tRNA,TRANSFERASE,TRANSFERASES,P0A876,False
173,3ESW,2.727,0.303,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,HYDROLASE,HYDROLASES,Q02890,False
174,2FRS,2.724,0.3027,Cellular retinoic acid-binding protein 2,TRANSPORT PROTEIN,TRANSLOCASES,P29373,False
175,1W2Y,3.921,0.3016,DUTPase,HYDROLASE,HYDROLASES,Q0P8G4,False
176,2BUF,2.709,0.301,Acetylglutamate kinase,TRANSFERASE,TRANSFERASES,Q9HTN2,False
177,1XVV,2.705,0.3005,Crotonobetainyl-CoA:carnitine CoA-transferase,TRANSFERASE,TRANSFERASES,P31572,False
178,2GDZ,2.403,0.3004,15-hydroxyprostaglandin dehydrogenase [NAD+],OXIDOREDUCTASE,OXIDOREDUCTASES,PGDH_HUMAN,False
179,2HZV,2.103,0.3004,Nickel-responsive regulator,METAL BINDING PROTEIN/DNA,OTHER,P0A6Z6,False
180,2K1G,2.69,0.2989,Lipoprotein spr,LIPOPROTEIN,OTHER,P0AFV4,False
181,2PNC,2.391,0.2989,"Primary amine oxidase, liver isozyme",OXIDOREDUCTASE,OXIDOREDUCTASES,Q29437,False
182,2P0K,2.689,0.2988,Polycomb protein SCMH1,TRANSCRIPTION,OTHER,Q96GD3,False
183,1MNM,2.978,0.2978,Pheromone receptor transcription factor,TRANSCRIPTION/DNA,OTHER,P11746,False
184,3D7I,2.965,0.2965,Uncharacterized protein MJ0742,LYASE,LYASES,Q58152,False
185,2PP4,2.371,0.2964,Protein CBFA2T1,TRANSCRIPTION,OTHER,MTG8_HUMAN,False
186,2OII,2.96,0.296,EMILIN-1,STRUCTURAL PROTEIN,OTHER,Q9Y6C2,False
187,1TW5,2.658,0.2954,"Beta-1,4-galactosyltransferase 1",TRANSFERASE,TRANSFERASES,P08037,False
188,1H2F,2.655,0.295,Phosphoglycerate mutase,HYDROLASE,HYDROLASES,Q9ALU0,False
189,1DMH,2.946,0.2946,"Catechol 1,2-dioxygenase",OXIDOREDUCTASE,OXIDOREDUCTASES,P07773,False
190,1WUO,2.945,0.2945,Beta-lactamase IMP-1,HYDROLASE,HYDROLASES,P52699,False
191,2K0L,2.944,0.2944,Outer membrane protein A,MEMBRANE PROTEIN,TRANSLOCASES,P24017,False
192,1NFD,2.355,0.2944,T-cell receptor beta-1 chain C region,COMPLEX (IMMUNORECEPTOR/IMMUNOGLOBULIN),OTHER,P01852,False
193,1PV2,2.649,0.2943,Chaperone protein hchA,CHAPERONE,OTHER,P31658,False
194,1Y1Z,2.938,0.2938,Glutamate [NMDA] receptor subunit zeta-1,LIGAND BINDING PROTEIN,TRANSLOCASES,P35439,False
195,1BQG,2.629,0.2921,Glucarate dehydratase,GLUCARATE,LYASES,P42206,False
196,2QHS,2.915,0.2915,Octanoyltransferase,TRANSFERASE,TRANSFERASES,Q5SLQ3,False
197,3BB0,3.495,0.2912,Vanadium chloroperoxidase,OXIDOREDUCTASE,OXIDOREDUCTASES,P49053,False
198,1C3C,3.492,0.291,Adenylosuccinate lyase,LYASE,LYASES,Q9X0I0,False
199,1MSW,2.904,0.2904,DNA-directed RNA polymerase,TRANSCRIPTION/DNA/RNA,TRANSFERASES,P00573,False
200,2CB3,2.901,0.2901,Peptidoglycan-recognition protein LE,IMMUNE SYSTEM,OTHER,Q9VXN9,False
201,2OAD,2.897,0.2897,Glutathione S-transferase P 1,TRANSFERASE,TRANSFERASES,P19157,False
202,1YX2,2.607,0.2896,Aminomethyltransferase,TRANSFERASE,TRANSFERASES,P54378,False
203,1NEC,2.894,0.2894,Oxygen-insensitive NAD(P)H nitroreductase,OXIDOREDUCTASE,OXIDOREDUCTASES,Q01234,False
204,1SQI,2.893,0.2893,4-hydroxyphenylpyruvate dioxygenase,BIOSYNTHETIC PROTEIN,LIGASES,P32754,False
205,1R2J,2.603,0.2892,FkbI,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9KIE5,False
206,1MJE,2.888,0.2888,26S proteasome complex subunit DSS1,GENE REGULATION/ANTITUMOR PROTEIN/DNA,OTHER,P60896,False
207,2GD9,2.599,0.2888,Uncharacterized protein yyaP,OXIDOREDUCTASE,OXIDOREDUCTASES,P37508,False
208,1W3B,2.587,0.2875,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,TRANSFERASE,TRANSFERASES,O15294,False
209,1Y8O,2.872,0.2872,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3, mitochondrial",TRANSFERASE,TRANSFERASES,PDK3_HUMAN,False
210,2J1Q,2.584,0.2871,Arginine kinase,TRANSFERASE,TRANSFERASES,O96507,True
211,1ODO,2.865,0.2865,Putative cytochrome P450,OXIDOREDUCTASE,OXIDOREDUCTASES,Q9KZR7,False
212,1ZQ7,2.862,0.2862,Protein MM_0484,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",OTHER,Q8PZK8,False
213,2DEP,2.86,0.286,Thermostable celloxylanase,HYDROLASE,HYDROLASES,P40942,False
214,1XG4,3.144,0.2858,Methylisocitrate lyase,LYASE,LYASES,P77541,False
215,2DN0,2.854,0.2854,Zinc fingers and homeoboxes protein 3,TRANSCRIPTION,OTHER,Q9H4I2,False
216,1DXR,2.843,0.2843,Photosynthetic reaction center cytochrome c subunit,PHOTOSYNTHESIS,OTHER,P07173,False
217,1U8R,2.841,0.2841,Iron-dependent repressor ideR,"metal-binding protein,Transcription/DNA",OTHER,P0A672,False
218,1XX6,2.549,0.2832,Thymidine kinase,TRANSFERASE,TRANSFERASES,Q97F65,False
219,1RPA,2.813,0.2813,Prostatic acid phosphatase,HYDROLASE(PHOSPHORIC MONOESTER),HYDROLASES,P20646,False
220,1O67,2.53,0.2811,Protein yiiM,"Structural genomics, unknown function",OTHER,P32157,False
221,1KMH,2.795,0.2795,"ATP synthase subunit alpha, chloroplastic",HYDROLASE,HYDROLASES,P06450,False
222,2IXN,2.765,0.2765,Serine/threonine-protein phosphatase 2A activator 2,ISOMERASE,ISOMERASES,Q12461,False
223,2DS2,3.0,0.2727,Sweet protein mabinlin-2,PLANT PROTEIN,OTHER,P30233,False
224,1DMU,2.98,0.2709,Type-2 restriction enzyme BglI,HYDROLASE/DNA,HYDROLASES,O68557,False
225,2BS9,2.705,0.2705,Beta-xylosidase,HYDROLASE,HYDROLASES,Q9ZFM2,False
226,2ZF5,2.434,0.2704,Glycerol kinase,TRANSFERASE,TRANSFERASES,O93623,False
227,2ZII,2.703,0.2703,Vacuolar protein sorting-associated protein 74,PROTEIN TRANSPORT,TRANSLOCASES,Q06385,False
228,3DRA,2.431,0.2701,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,TRANSFERASE,TRANSFERASES,Q9Y765,False
229,3B4R,2.699,0.2699,Zinc metalloprotease MJ0392,HYDROLASE,HYDROLASES,Q57837,False
230,3EHT,3.773,0.2695,Maltose-binding periplasmic protein,MEMBRANE PROTEIN,TRANSLOCASES,P0AEX9,False
231,1Z5L,2.693,0.2693,T-cell surface glycoprotein CD1d1,IMMUNE SYSTEM,OTHER,P11609,False
